ID,オプション1,オプション2,オプション3,background,bgm
48,No one answered.,res\\image\\sankakuman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
49,"Triangle Man hesitated, then stepped away from Square Man.",res\\image\\sankakuman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
50,"Star Man stood, gripping his stone axe in both hands.
Seeing it, Square Man lowered his eyes.",res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
51,Trapezoid Man and Triangle Man looked away.,res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,res\\image\\talkKaigan.png,
52,But Star Man couldn't swing the axe and sat down.,res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
53,———,,,res\\image\\talkKaigan.png,
54,"A few hours later, Square Man died.",,,res\\image\\talkKaigan.png,
55,"He kept suffering, his form gradually collapsing;
and upon death he became a pool of red liquid.
The three couldn't move for a while.",,,res\\image\\talkKaigan.png,
56,"""I remember the first time we ate acorns together...""",res\\image\\hoshiman00.png,,res\\image\\talkKaigan.png,
57,Star Man recalled giving him acorns in the Bitnavi Forest.,res\\image\\hoshiman00.png,,res\\image\\talkKaigan.png,
58,<Rustle>,,,res\\image\\talkKaigan.png,res\\sound\\minatoato.wav
59,"""Yo, yo.""",,,res\\image\\talkKaigan.png,
60,A man approached from the forest. It was Nes.,,res\\image\\nes00.png,res\\image\\talkKaigan.png,
61,"""Oh my—(laugh) what's up? (laugh)""",,res\\image\\nes00.png,res\\image\\talkKaigan.png,
62,"""...""",,res\\image\\nes00.png,res\\image\\talkKaigan.png,
63,"""Go away.""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
64,Trapezoid Man said.,res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
65,"""Eeh— (laugh) why can't I be here? (laugh)""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
66,"""Square Man died..."" Triangle Man said.",res\\image\\sankakuman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
67,"""Aww, so sad— (laugh) boo-hoo, boo-hoo— (laugh)""",res\\image\\sankakuman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
68,"""...""",res\\image\\sankakuman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
69,"Nes covered his mouth, crouching to hide his face.",res\\image\\sankakuman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
70,"""Nff... nff...""",res\\image\\sankakuman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
71,"""You...""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
72,"""Ah-hahaha! Someone died! (laugh)
Party tonight! Maybe I'll drink all day! (laugh)""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
73,Nes laughed so hard his knees buckled and he couldn't stand.,res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
74,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
75,"""Why are you laughing?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
76,"""Because none of you are actually sad,
and you're just acting sad. (laugh)""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
77,"""Acting...?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
78,"""There's no way you're sad. (laugh)
I mean, look—ahaha—it's obviously a different person. (laugh)""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
79,"Nes rolled on the ground, flailing his legs.",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
80,"""Ahahahaha—pfft—kuk—ah—ahahahaha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
81,"""Do you know why Square Man died?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
82,"""Nope, not at all. (laugh) I have no idea. (laugh)
Why would I know something like that? (laugh)""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
83,"Star Man straddled Nes; with Nes convulsed in laughter, it was easy.",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
84,"""Tell me what you know.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
85,"""I told you, I don't know. (laugh)""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
86,<Bang>,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
87,"Star Man punched Nes in the face,
then grabbed his head and shook him hard.",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
88,"""Tell me what you kno-o-ow!!!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
89,"""Hey now, hey now— (laugh)""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
90,"""He ate it himself even though I told him to stop.
I said, 'It's called sago palm—eat it and you'll die, so don't.' (laugh)""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
91,"""But he went, 'Munch, munch—so tasty, tasty, taaasty,'
and kept eating. (laugh)""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
92,"""No way. Square Man knew the red fruit was deadly poison.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
93,"""I ke-ept telling him, 'Stop right now,' even while he was eating. (laugh)
Even when I tried to stop him by force, he kept eating. (laugh)""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
94,"""He was probably ***, (laugh)
and hey, this guy's *** too. (laugh)""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
95,Nes pointed at Star Man.,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
96,"""You don't even know? (laugh)
Both his parents are *** too. (laugh)""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
97,"""Star Man! Stop!""",res\\image\\daikeiman00.png,res\\image\\hoshiman00.png,res\\image\\talkKaigan.png,
98,"At Trapezoid Man's shout, Star Man lowered his raised fist.",res\\image\\daikeiman00.png,res\\image\\hoshiman00.png,res\\image\\talkKaigan.png,
99,"Nes was shaking all over—despite his words,
he seemed to be trembling with fear.",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
100,"""Believe meee— (laugh)
'Everyone says it's deadly poison, but that's a lie,
I'll just tell Gain where you all are'—that's what he said while eating! (laugh)""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
101,"""...""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
102,"""You threatened him: 'If you don't eat one, I'll snitch your location'
then 'Actually, two'—and 'Actually, three'—
changing the conditions to keep making him eat, didn't you?""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
103,Trapezoid Man said.,res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
104,"""No no no, that's not it— (laugh)
I said, 'Okay, I get it—stop—don't eat any more.' (laugh)""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
105,"""...""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
106,"""So then you kept changing it from 'one' to 'two' to 'three'
and forced him to keep eating?""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
107,"""C'mon— (laugh) stop making things up. (laugh)
I'd never do something that awful. (laugh)
I said, 'They're around there—go get 'em.' (laugh)""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
108,"""And even though Square Man begged you with his life on the line
not to tell Gain where we were,
you went and told him anyway.""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
109,"""No I didn't— (laugh) I mean I did what the kid asked, didn't I? (laugh)""",res\\image\\daikeiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
110,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
111,Star Man stood up.,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
112,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
113,"""Enough. Get out of here.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
114,"When Star Man said that, Nes stood up.",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
115,"""So cruel, so cruel.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkKaigan.png,
116,"Hands and knees shaking, Nes waved at Square Man.",,res\\image\\nes00.png,res\\image\\talkKaigan.png,
117,"""Byee— Eat all the sago you want up in heaven! (laugh)""",,res\\image\\nes00.png,res\\image\\talkKaigan.png,
118,"""...""",res\\image\\hoshiman00.png,,res\\image\\talkKaigan.png,
119,"""Yaaay, someone died— someone died—""",,res\\image\\nes00.png,res\\image\\talkKaigan.png,
120,"Skipping, Nes vanished into the forest.",,res\\image\\nes00.png,res\\image\\talkKaigan.png,
121,<Thud>,,,res\\image\\talkKaigan.png,
122,Trapezoid Man slammed his fist into the ground.,res\\image\\daikeiman00.png,,res\\image\\talkKaigan.png,
123,"""See? I told you so!""",res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,res\\image\\talkKaigan.png,
124,"""If we'd killed Gain, Square Man wouldn't have had to die!""",res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,res\\image\\talkKaigan.png,
125,Triangle Man said.,res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,res\\image\\talkKaigan.png,
126,"""...""",res\\image\\daikeiman00.png,res\\image\\hoshiman00.png,res\\image\\talkKaigan.png,
127,"""...""",res\\image\\daikeiman00.png,res\\image\\hoshiman00.png,res\\image\\talkKaigan.png,
128,———,,,res\\image\\talkKaigan.png,
129,"They carried the soil soaked with red liquid toward the cliff,
set a stone upon it,
and made it Square Man's grave.",,,res\\image\\talkKaigan.png,
130,"For about a week, they said nothing and quietly worked on the raft.",,,res\\image\\talkKaigan.png,
