ID,オプション1,オプション2,オプション3,background,bgm
78,"""Isn't that... Square Man?""",res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
79,His head had become square-shaped.,res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
80,"No one knew what was happening...
but everyone dared to hope he might be coming back to life.",res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
81,"After a while the transformation ended, leaving a red figure
with the same shape as Square Man.
The red figure stood up. All three watched, holding their breath.",res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
82,"Saying ""Aaah,"" the red person walked toward Triangle Man.
From the way he walked and his voice, there was no doubt it was Square Man.",res\\image\\sankakuman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
83,"As when he was a ghost, Square Man wandered around Triangle Man.
It seemed he could only say ""Aaah"" and ""Ooo.""",res\\image\\sankakuman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
84,"""Thank goodness, thank goodness.""",res\\image\\daikeiman00.png,,res\\image\\talkKaigan.png,
85,Trapezoid Man said.,res\\image\\daikeiman00.png,,res\\image\\talkKaigan.png,
86,"""Square Man was always quiet and smart.
Maybe he'll relearn speech and get back to normal?""",res\\image\\daikeiman00.png,,res\\image\\talkKaigan.png,
87,Trapezoid Man showed him an acorn.,res\\image\\daikeiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
88,"""Here, eat.""",res\\image\\daikeiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
89,"Square Man stared at the acorn, took it, and ate it.",res\\image\\daikeiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
90,A black vortex appeared. From it emerged a horned man.,,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
91,"""!?""",res\\image\\daikeiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
92,"""Wh-who are you!?""",res\\image\\daikeiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
93,"""He's the horned man I told you about before.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
94,Star Man told his companions.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
95,"""The 'horned man'... Fine.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
96,He seemed a bit hung up on the name.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
97,"""Just so you know, I'm telling you this to be helpful...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
98,"""This is Red Man—Square Man's soul merged with a monster's body.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
99,"""...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
100,"""Red Man can only live for one week.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
101,"""!!""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
102,"""Is that true...!?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
103,"""It's true.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
104,"""...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
105,"""You don't have to believe me,
 but I make it a rule to tell people he has only a week—
 so you can prepare yourselves and say goodbye.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
106,"""...Isn't there any way?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
107,"""No.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
108,The horned man went up to Red Man and patted his head.,res\\image\\shikakuman02.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
109,"""...""",res\\image\\shikakuman02.png,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
110,"The horned man stepped away from Red Man and opened a black vortex.
He disappeared into it.",,res\\image\\xeoff00.png,res\\image\\talkKaigan.png,
111,"""Well... I guess it's true, then...""",res\\image\\daikeiman00.png,,res\\image\\talkKaigan.png,
112,Trapezoid Man said.,res\\image\\daikeiman00.png,,res\\image\\talkKaigan.png,
113,———,,,res\\image\\talkKaigan.png,
114,None of them felt like doing anything. They let time pass idly.,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkKaigan.png,
115,"""Trapezoid Man, Triangle Man—I'm going to visit that old woman.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkKaigan.png,
116,"""Hm? O-oh.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkKaigan.png,
117,"""I want to check if there's anything we can do.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkKaigan.png,
118,Star Man walked up to Square Man.,res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
119,Square Man tensed up suspiciously.,res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
120,"Star Man held out his hand to shake,
but Square Man couldn't understand what it meant.",res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
121,"Triangle Man grabbed Square Man's arm and made him shake hands with Star Man,
and Square Man smiled.",res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
122,"""I'm off.""",res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
123,Star Man said to Square Man.,res\\image\\hoshiman00.png,res\\image\\shikakuman02.png,res\\image\\talkKaigan.png,
124,"Checking the map, the place where the old woman had been was called CentOZ Church.
Star Man jogged off toward CentOZ Church.",res\\image\\hoshiman00.png,,res\\image\\talkKaigan.png,
