ID,オプション1,オプション2,オプション3,,
20,後ろを振り返ると幽霊はゆっくりとこちらに近づいてきていた。,,res\\image\\ghost00.png,,
21,"幽霊はこちらに手を伸ばした。
何かをしてきそうな気配だったが、もはや動くことすらできなかった。
幽霊の手から炎が出現し、幽霊が手を振るとホシマンのほうに飛んできた。",,res\\image\\ghost00.png,,
22,ホシマンは避けられず、炎で全身を焼かれた。,res\\image\\hoshiman00.png,,,
23,ホシマンは倒れ一ミリも動けなくなった。,res\\image\\hoshiman00.png,,,
24,（これで終わりか・・・）,res\\image\\hoshiman00.png,,,
25,"ホシマンは目を瞑った。
暗闇の中で自分の心臓の音だけが聞こえていた。",res\\image\\hoshiman00.png,,,
26,ホシマンは退職前の会社での出来事を思い出していた。,res\\image\\hoshiman00.png,,,
27,（私は・・・何をやってもダメだった・・・結局、何者にもなれなかった・・・）,res\\image\\hoshiman00.png,,,
28,―,,,,
29,＜ズゥウウウウウン＞,,,,
30,（！？）,res\\image\\hoshiman00.png,,,
31,"ホシマンの目の前に黒い渦が重低音とともに現れた。
そしてその黒い渦から、顔が動物の頭蓋骨の人？が出てきた。
頭蓋骨からは大きな角が生えていた。",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
32,新たなモンスター？の出現に、ホシマンは逃げたかったが体は動かせなかった。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
33,角の生えた人？は手を差し出した。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
34,「手短に」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
35,"「私と契約すれば、助かるし、絶大な力を手に入れることができる。
　ただし、１年後に死ぬ。どうだ？」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
36,（？）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
37,"「私と契約すれば、助かるし、絶大な力を手に入れることができる。
　ただし、１年後に死ぬ。どうだ？」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
38,幽霊が近づいてきていた。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
39,「あいつは・・・何だ・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
40,ホシマンは声を絞り出した。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
41,「昔この島に住んでいた人間の亡霊だ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
42,「契約・・・したら、こ・・・この火傷も治るのか・・・？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
43,「治る」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
44,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
45,「契約する」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
46,「契約成立だ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
47,角の生えた人は小瓶を二つ取り出した。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
48,「これはワードブレス。これを飲むと、死んでもここで生き返られる」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
49,「火傷は・・・？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
50,「飲んだだけでは治らない・・・。生き返ったときに治る」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
51,（一回死ぬ必要があるのか・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
52,"「安心しろ。正確には死ぬ一歩手前になったら、
　体が元通りになってここに戻される。本当に死んだときはダメ」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
53,「それと、生き返れるのはワードブレス１本で１回まで」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
54,「とりあえず・・・一本飲む・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
55,角の生えた人はうなずいた。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
56,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
57,「飲ませてあげようか？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
58,「たのむ・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
59,"角の生えた人はワードブレスを開け、ホシマンの口の中に注いだ。
ホシマンは最後の力を振り絞って液体を飲み込んだ。体の中に何かが宿ったのを感じた。",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
60,"「あと、これからお前は魔法が使えるようになる。
　炎、氷、そして闇の魔法だ。あの亡霊は闇の魔法でのみ攻撃できる」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
61,「このように」,,res\\image\\xeoff00.png,,
62,"角の生えた人は手のひらを亡霊の方に向けた。
黒い炎が亡霊の方に向かっていき、そして亡霊に直撃した。
黒い炎は砕けて飛び散った。亡霊は苦しむ姿を見せ、やがて消えた。",res\\image\\ghost00.png,res\\image\\xeoff00.png,,
63,角の生えた人はホシマンの方を見て、少し静止した後、手のひらに氷の槍を作った。,,res\\image\\xeoff00.png,,
64,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
65,「苦しまずに生き返らせてあげようか・・・？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
66,（・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
67,（どうせもう助からない・・・。この苦しみが続くなら・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
68,ホシマンには返事をする体力も残っていなかった。小さくうなずいた。,,,,
69,＜ドン！　ドン！＞,,,,
70,氷の槍がホシマンの首と胸を貫いた。,,,,
71,ホシマンは地面に倒れた。そして、目が開いたまま瞬きしなくなった。,,,,
72,―,,,,
73,ホシマンは目を覚ました。,res\\image\\hoshiman00.png,,,
74,"目の前には氷の槍が落ちていた。
氷の槍は自分の体を貫通していた部分だけなくなっていた。",res\\image\\hoshiman00.png,,,
75,目の前には角の生えた人がいた。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
76,（夢じゃない・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
77,ホシマンは自分の体の状態を確認した。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
78,（一応、本当に全部治っている）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
79,「あ、ありがとう」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
80,「どうも」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
81,ホシマンの手にはもう一本未開封のワードブレスがあった。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
82,（・・・。これって今すぐ飲んだ方がいいのか？）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
83,「小瓶を飲んでから何か月も経って、それから死んでも効果はあるか？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
84,「ある。でも今飲むと生き返る場所がここになる」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
85,"「なるほど。飲む場所は慎重に選ぶ必要があるな・・・。
　これはほかの人に飲ませてもいいか？」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
86,「良いが、効果があるのは契約した人だけだ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
87,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
88,ホシマンはワードブレスを見つめる。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
89,（この最後の一本を大事にしないと・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
90,"「以前、島民に１０００個くらいあげた。
　使われてないワードブレスが、多少は残っているだろう」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
91,「ほう・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
92,「細かい話になるが・・・。１度に二本飲んでも１度しか効果はない」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
93,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
94,"「それと、頭が吹き飛んでも生き返れる。
　ただし、その場合、技術・記憶は復元されない。
　自分が誰かもわからないし、スマホの操作もできないし、言葉もわからない」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
95,「・・・なるほど」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
96,「以上だ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
97,角の生えた人は黒い渦を出現させ、帰ろうとする。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
98,「・・・ありがとう」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
99,「どうも」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
100,「なぜ助けた？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
101,"「契約が欲しいからだ。
　一年で死ぬ契約をしてくれる人はそうそういない。
　必然的に死にかけの人の前に現れることになる」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
102,「なるほど」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
103,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
104,「言っておくが、さっきの亡霊は私とグルではないからな」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
105,「あ、あぁ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
106,（確認しようがないけど・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
107,「・・・ではさらばだ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
108,角の生えた人は黒い渦の中に帰って行った。,,,,
109,ホシマンはドングリが生えていた森林の方へ歩いて行った。,res\\image\\hoshiman00.png,,,
110,（・・・あと１年の命か・・・）,res\\image\\hoshiman00.png,,,
111,"肉体は全快したが、ホシマンは何もする気がなくなった。
倒木に座り、２７年の人生を思い返してみることにした。",res\\image\\hoshiman00.png,,,
112,（私の人生、これで終わりか・・・）,res\\image\\hoshiman00.png,,,
113,（・・・）,res\\image\\hoshiman00.png,,,
114,（この１年の間でやりたいこと・・・）,res\\image\\hoshiman00.png,,,
115,"ホシマンは、ダイケイマンたちを島から脱出させてあげたいと思った。
善意ではなく、消去法でそれくらいしかなかった。
脱出に向けて、炎や氷の魔法を確かめてみることにした。",res\\image\\hoshiman00.png,,,
116,（どうやって出すんだ・・・？）,res\\image\\hoshiman00.png,,,
117,手から炎が出る様をイメージすると手から炎が出た。,res\\image\\hoshiman00.png,,,
118,（え・・・うわ・・・うわっ）,res\\image\\hoshiman00.png,,,
119,「はぁっ・・・はぁっ・・・はぁっ・・・はぁっ・・・」,res\\image\\hoshiman00.png,,,
120,"魔法を使うと全力で走るのと同じくらい疲れるのをホシマンは感じた。
しかも、手から出た炎はろうそくの炎くらいの弱さだった。",res\\image\\hoshiman00.png,,,
121,（これだけ体力を使って、この程度なら殴ったほうが早い・・・）,res\\image\\hoshiman00.png,,,
122,体力・筋力と連動していて、使うほど疲れ、使うほど強くなっていくような感覚があった。,res\\image\\hoshiman00.png,,,
123,（他のも試してみよう・・・）,res\\image\\hoshiman00.png,,,
124,"氷をイメージすると、手から小さい氷が出た。
闇の炎をイメージすると黒い炎がでた。",res\\image\\hoshiman00.png,,,
125,（見たことのない見た目だ。ひとまずどういうものかは分かった）,res\\image\\hoshiman00.png,,,
126,ホシマンはドングリ集めを再開することにした。,res\\image\\hoshiman00.png,,,
127,"（相変わらず立方体のモンスターばかりだ。
　今までは立って歩くだけで精いっぱいだったが今は体力が全快している。
　一度ここで戦ってみるのもありか？　これから戦わないといけない状況があるかもしれない）",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
128,ホシマンはゆっくりと近づき、石を投げてみた。,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
129,"モンスターは石がぶつかっても反応しなかった。
モンスターは数百キログラムのゼリー状の物体であり、
小石を投げた程度ではダメージがなさそうだった。",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
130,（重い石をぶつけてみたいが跳ね返ってきそうで怖いな・・・）,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
131,ホシマンは少し考えて、攻略法を思いついた。,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
132,"ホシマンはモンスターを段差に誘導した。
段差は２メートルありモンスターはジャンプするだけになった。",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
133,まっすぐにしか向かってこないので高いところにいれば近くから一方的に攻撃できた。,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
134,ホシマンが段差を利用し岩を落とし続けるとモンスターの体は徐々に破壊され崩れていった。,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
135,やがてモンスターは動かなくなった。,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
136,（・・・）,res\\image\\hoshiman00.png,,,
137,"ホシマンはモンスターの元へ行き調べてみた。
ゼラチンのような触感で、つつくとブルンと揺れた。",res\\image\\hoshiman00.png,,,
138,（自然のものではない匂いがする。触ると危険な雰囲気だ・・・）,res\\image\\hoshiman00.png,,,
139,一部を葉っぱでくるんで持って帰ってみることにした。,res\\image\\hoshiman00.png,,,
