ID,オプション1,オプション2,オプション3,,
49,"「そんな高等なもんじゃない。植物を動けるようにしたとか、
　動物に植物の細胞を埋め込んだとか、それだけ。
　それで飲まず食わずで生きていられる」",res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
50,"パワーエッジ星では、生物の遺伝子操作が
家庭・個人レベルまで広まっており
発展途上国でも様々な目的で生物が作られていた。",res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
51,「今までそういったニュースは聞いたことがなかった」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
52,「ここは人が近づかない島だからね。あなた、悪魔と契約しただろう？」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
53,「え・・・。・・・ああ。」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
54,「あの悪魔はねぇ、死にかけの人のところに行って契約を勧めるんだ」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
55,「・・・」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
56,「生き返った人は力を持つ。,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
57,"　ひとたび、争いが起きると、力が持つ人は力を持たない人に勝てる。
　殺せる」",res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
58,「・・・」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
59,「殺されそうになった、力を持たない人は悪魔の契約をして蘇る」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
60,「・・・」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
61,ホシマンは険しい顔つきになった。,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
62,"「契約した人間は魔法を使えるようになる。
　訓練すると魔法はとてつもない威力になって一度に大勢殺せるようになる。
　大勢の人が殺されると、みんな契約して蘇る。",res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
63,"　倍々ゲームで契約した人が増えて行った。
　ただし１年で死ぬ契約つき。それでこの島の人々は全滅した」",res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
64,「・・・」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
65,「モンスターが廃棄されるようになったのはそのあと」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
66,「なるほど。そういうことだったか」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
67,"（あの角が生えた人からすれば、
　島民同士で争ってくれたほうが沢山契約できるか・・・）",res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
68,「・・・」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
69,"「もう一つ教えてほしい。私は仲間のために１年以内に脱出したい。
　何か良い方法を知らないか」",res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
70,「・・・」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
71,「・・・」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
72,"「思いつかないねぇ・・・。島から出られればいいけどねぇ。
　契約も切れるし」",res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
73,「？　契約が切れる？」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
74,「あぁ、島から出られれば契約はなくなって助かるよ」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
75,「本当か？　どうやってそれを知ったんだ」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
76,「え？　なんでだっけ・・・」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
77,「・・・」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
78,（本当だろうか・・・）,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
79,「とりあえず、ありがとう」,res\\image\\hoshiman00.png,res\\image\\rouba00.png,,
80,このあと、ホシマンは食材を集めて廃墟に戻った。,res\\image\\hoshiman00.png,,,
