ID,アイテム名,SubID,耐久度
55,木の棒,2,458
56,木の棒,1,449
56,木の棒,2,448
57,木の棒,1,439
57,木の棒,2,438
58,木の棒,1,429
58,木の棒,2,428
59,石槍,1,419
59,石槍,2,418
60,石槍,1,409
60,石槍,2,408
61,石槍,1,399
61,石槍,2,398
62,石槍,1,389
62,石槍,2,388
63,石槍,1,379
63,石槍,2,378
64,石槍,1,369
64,石槍,2,368
65,弓矢の弓,1,359
65,弓矢の弓,2,358
66,弓矢の弓,1,349
66,弓矢の弓,2,348
67,弓矢の弓,1,339
67,弓矢の弓,2,338
68,弓矢の弓,1,329
68,弓矢の弓,2,328
69,弓矢の弓,1,319
69,弓矢の弓,2,318
70,弓矢の弓,1,309
70,弓矢の弓,2,308
71,弓矢の弓,1,299
71,弓矢の弓,2,298
72,弓矢の弓,1,289
72,弓矢の弓,2,288
73,弓矢の弓,1,279
73,弓矢の弓,2,278
74,弓矢の弓,1,269
74,弓矢の弓,2,268
75,弓矢の弓,1,259
75,弓矢の弓,2,258
76,鉄パイプ,1,249
76,鉄パイプ,2,248
77,石付き鉄パイプ,1,239
77,石付き鉄パイプ,2,238
78,石斧,1,229
78,石斧,2,228
79,石斧,1,219
79,石斧,2,218
80,石斧,1,209
80,石斧,2,208
81,石斧,1,199
81,石斧,2,198
82,石斧,1,189
82,石斧,2,188
83,石斧,1,179
83,石斧,2,178
84,弓矢の矢,1,169
84,弓矢の矢,2,168
84,弓矢の矢,3,167
84,弓矢の矢,4,166
84,弓矢の矢,5,165
84,弓矢の矢,6,164
84,弓矢の矢,7,163
84,弓矢の矢,8,162
84,弓矢の矢,9,161
84,弓矢の矢,10,160
85,弓矢の矢,1,159
85,弓矢の矢,2,158
85,弓矢の矢,3,157
85,弓矢の矢,4,156
85,弓矢の矢,5,155
85,弓矢の矢,6,154
85,弓矢の矢,7,153
85,弓矢の矢,8,152
85,弓矢の矢,9,151
85,弓矢の矢,10,150
86,アトラトル,1,149
86,アトラトル,2,148
86,アトラトル,3,147
86,アトラトル,4,146
86,アトラトル,5,145
86,アトラトル,6,144
86,アトラトル,7,143
86,アトラトル,8,142
86,アトラトル,9,141
86,アトラトル,10,140
87,アトラトルに使う槍,1,139
87,アトラトルに使う槍,2,138
87,アトラトルに使う槍,3,137
87,アトラトルに使う槍,4,136
87,アトラトルに使う槍,5,135
87,アトラトルに使う槍,6,134
87,アトラトルに使う槍,7,133
87,アトラトルに使う槍,8,132
87,アトラトルに使う槍,9,131
87,アトラトルに使う槍,10,130
88,アトラトルに使う槍,1,129
88,アトラトルに使う槍,2,128
88,アトラトルに使う槍,3,127
88,アトラトルに使う槍,4,126
88,アトラトルに使う槍,5,125
88,アトラトルに使う槍,6,124
88,アトラトルに使う槍,7,123
88,アトラトルに使う槍,8,122
88,アトラトルに使う槍,9,121
88,アトラトルに使う槍,10,120
89,アトラトルに使う槍,1,119
89,アトラトルに使う槍,2,118
89,アトラトルに使う槍,3,117
89,アトラトルに使う槍,4,116
89,アトラトルに使う槍,5,115
89,アトラトルに使う槍,6,114
89,アトラトルに使う槍,7,113
89,アトラトルに使う槍,8,112
89,アトラトルに使う槍,9,111
89,アトラトルに使う槍,10,110
90,アトラトルに使う槍,1,109
90,アトラトルに使う槍,2,108
90,アトラトルに使う槍,3,107
90,アトラトルに使う槍,4,106
90,アトラトルに使う槍,5,105
90,アトラトルに使う槍,6,104
90,アトラトルに使う槍,7,103
90,アトラトルに使う槍,8,102
90,アトラトルに使う槍,9,101
90,アトラトルに使う槍,10,100
91,アトラトルに使う槍,1,99
91,アトラトルに使う槍,2,98
91,アトラトルに使う槍,3,97
91,アトラトルに使う槍,4,96
91,アトラトルに使う槍,5,95
91,アトラトルに使う槍,6,94
91,アトラトルに使う槍,7,93
91,アトラトルに使う槍,8,92
91,アトラトルに使う槍,9,91
91,アトラトルに使う槍,10,90
92,アトラトルに使う槍,1,89
92,アトラトルに使う槍,2,88
92,アトラトルに使う槍,3,87
92,アトラトルに使う槍,4,86
92,アトラトルに使う槍,5,85
92,アトラトルに使う槍,6,84
92,アトラトルに使う槍,7,83
92,アトラトルに使う槍,8,82
92,アトラトルに使う槍,9,81
92,アトラトルに使う槍,10,80
