ID,タイプ,PosX,PosY,PosZ,RotX,RotY,RotZ,残りHP,討伐済み
81,島民の霊,-1448.6,61.9,-2124.2,0,0,0,100,
82,島民の霊,-1424.1,133.7,-2047.1,0,0,0,100,
83,島民の霊,-1416.6,127,-2054.8,0,0,0,100,
84,島民の霊,-1409.2,120.2,-2062.6,0,0,0,100,
85,島民の霊,-1401.9,113.3,-2070.5,0,0,0,100,
86,島民の霊,-1448.8,130.1,-2047.1,0,0,0,100,
87,島民の霊,-1448.6,137.7,-2039.6,0,0,0,100,
88,島民の霊,-1448.1,145.2,-2032.2,0,0,0,100,
89,島民の霊,-1447.5,152.7,-2024.9,0,0,0,100,
90,島民の霊,-1424.1,108.8,-2071.8,0,0,0,100,
91,島民の霊,-1431.8,107.9,-2071.6,0,0,0,100,
92,島民の霊,-1439.6,107.2,-2071.1,0,0,0,100,
93,島民の霊,-1447.5,106.7,-2070.5,0,0,0,100,
94,島民の霊,-1424.1,209.3,-1977.6,0,0,0,100,
95,島民の霊,-1416.6,202.1,-1985.3,0,0,0,100,
96,島民の霊,-1409.2,194.6,-1993.1,0,0,0,100,
97,島民の霊,-1401.9,187,-2001,0,0,0,100,
98,島民の霊,-1448.8,204.6,-1977.6,0,0,0,100,
99,島民の霊,-1448.6,213.1,-1970.1,0,0,0,100,
100,島民の霊,-1448.1,221.6,-1962.8,0,0,0,100,
101,島民の霊,-1447.5,230,-1955.5,0,0,0,100,
102,島民の霊,-1424.1,181.3,-2002.3,0,0,0,100,
103,島民の霊,-1431.8,180,-2002.1,0,0,0,100,
104,島民の霊,-1439.6,179,-2001.7,0,0,0,100,
105,島民の霊,-1447.5,178.2,-2001,0,0,0,100,
106,島民の霊,-1701.9,93.8,-1977.6,0,0,0,100,
107,島民の霊,-1694.3,92,-1985.3,0,0,0,100,
108,島民の霊,-1687,90,-1993.1,0,0,0,100,
109,島民の霊,-1679.7,87.8,-2001,0,0,0,100,
110,島民の霊,-1726.5,83,-1977.6,0,0,0,100,
111,島民の霊,-1726.4,88.1,-1970.1,0,0,0,100,
112,島民の霊,-1725.9,93.2,-1962.8,0,0,0,100,
113,島民の霊,-1725.3,98.4,-1955.5,0,0,0,100,
114,島民の霊,-1701.9,77.3,-2002.3,0,0,0,100,
115,島民の霊,-1709.5,74,-2002.1,0,0,0,100,
116,島民の霊,-1717.4,70.9,-2001.7,0,0,0,100,
117,島民の霊,-1725.3,67.9,-2001,0,0,0,100,
118,島民の霊,-1763.8,58.9,-1985.3,0,0,0,100,
119,島民の霊,-1781.2,57.5,-1974.6,0,0,0,100,
120,島民の霊,-1779,60.6,-1970.1,0,0,0,100,
121,島民の霊,-855.7,53.5,-2242.6,0,0,0,100,
122,島民の霊,-876.7,60.1,-2224.7,0,0,0,100,
123,島民の霊,-855.7,57.8,-2236.2,0,0,0,100,
124,島民の霊,-852,62.4,-2230.9,0,0,0,100,
125,島民の霊,-846.3,68,-2224.7,0,0,0,100,
126,島民の霊,-838.4,69.7,-2225.3,0,0,0,100,
127,島民の霊,-1080.1,102.6,-2119.7,0,0,0,100,
128,島民の霊,-1073.8,96.1,-2126.4,0,0,0,100,
129,島民の霊,-1067.9,89.2,-2133.4,0,0,0,100,
130,島民の霊,-1062,82,-2140.6,0,0,0,100,
131,島民の霊,-1095.1,99.4,-2119.7,0,0,0,100,
132,島民の霊,-1094.7,106.8,-2113.5,0,0,0,100,
133,島民の霊,-1093.7,114,-2107.5,0,0,0,100,
134,島民の霊,-1092.4,121.2,-2101.6,0,0,0,100,
135,島民の霊,-1080.1,84.9,-2134.8,0,0,0,100,
136,島民の霊,-1086.7,84,-2134.4,0,0,0,100,
137,島民の霊,-1093.7,83.7,-2133.4,0,0,0,100,
138,島民の霊,-1100.9,83.8,-2132,0,0,0,100,
139,島民の霊,-1080.1,190.4,-2050.3,0,0,0,100,
140,島民の霊,-1073.8,183.3,-2056.9,0,0,0,100,
141,島民の霊,-1067.9,175.5,-2063.9,0,0,0,100,
142,島民の霊,-1062,167.5,-2071.1,0,0,0,100,
143,島民の霊,-1095.1,186.3,-2050.3,0,0,0,100,
144,島民の霊,-1094.7,194.8,-2044,0,0,0,100,
145,島民の霊,-1093.7,203,-2038.1,0,0,0,100,
146,島民の霊,-1092.4,211.2,-2032.2,0,0,0,100,
147,島民の霊,-1080.1,170.3,-2065.4,0,0,0,100,
148,島民の霊,-1086.7,169,-2064.9,0,0,0,100,
149,島民の霊,-1093.7,168.5,-2063.9,0,0,0,100,
150,島民の霊,-1100.9,168.3,-2062.6,0,0,0,100,
151,島民の霊,-1080.1,282.6,-1980.8,0,0,0,100,
152,島民の霊,-1073.8,276.5,-1987.5,0,0,0,100,
153,島民の霊,-1067.9,269.9,-1994.5,0,0,0,100,
154,島民の霊,-1062,263,-2001.7,0,0,0,100,
155,島民の霊,-1095.1,277.4,-1980.8,0,0,0,100,
156,島民の霊,-1094.7,285.3,-1974.6,0,0,0,100,
157,島民の霊,-1093.7,293.1,-1968.6,0,0,0,100,
158,島民の霊,-1092.4,300.8,-1962.8,0,0,0,100,
159,島民の霊,-1080.1,263.9,-1995.9,0,0,0,100,
160,島民の霊,-1086.7,262.1,-1995.5,0,0,0,100,
161,島民の霊,-1093.7,261,-1994.5,0,0,0,100,
162,島民の霊,-1100.9,260.1,-1993.1,0,0,0,100,
163,島民の霊,-1038.8,64.3,-2165.3,0,0,0,100,
164,島民の霊,-1038.8,71.3,-2156.6,0,0,0,100,
165,島民の霊,-1004.1,129.9,-2113.2,0,0,0,100,
166,島民の霊,-995.4,121.4,-2121.9,0,0,0,100,
167,島民の霊,-986.7,112.8,-2130.5,0,0,0,100,
168,島民の霊,-978,104.3,-2139.2,0,0,0,100,
169,島民の霊,-1038.8,121.2,-2113.2,0,0,0,100,
170,島民の霊,-1038.8,131.9,-2104.5,0,0,0,100,
171,島民の霊,-1038.8,142.6,-2095.8,0,0,0,100,
172,島民の霊,-1038.8,153.3,-2087.1,0,0,0,100,
173,島民の霊,-1004.1,87,-2147.9,0,0,0,100,
174,島民の霊,-1012.7,84.8,-2147.9,0,0,0,100,
175,島民の霊,-1021.4,82.6,-2147.9,0,0,0,100,
176,島民の霊,-1030.1,80.5,-2147.9,0,0,0,100,
177,島民の霊,-1004.1,222.5,-2043.7,0,0,0,100,
178,島民の霊,-995.4,212.6,-2052.4,0,0,0,100,
179,島民の霊,-986.7,202.7,-2061.1,0,0,0,100,
180,島民の霊,-978,192.9,-2069.8,0,0,0,100,
181,島民の霊,-1038.8,213,-2043.7,0,0,0,100,
182,島民の霊,-1038.8,225.2,-2035,0,0,0,100,
183,島民の霊,-1038.8,237.5,-2026.4,0,0,0,100,
184,島民の霊,-1038.8,249.7,-2017.7,0,0,0,100,
185,島民の霊,-1004.1,173.5,-2078.4,0,0,0,100,
186,島民の霊,-1012.7,171.2,-2078.4,0,0,0,100,
187,島民の霊,-1021.4,168.8,-2078.4,0,0,0,100,
188,島民の霊,-1030.1,166.4,-2078.4,0,0,0,100,
189,島民の霊,-1004.1,318.8,-1974.3,0,0,0,100,
190,島民の霊,-995.4,310.3,-1983,0,0,0,100,
191,島民の霊,-986.7,301.8,-1991.6,0,0,0,100,
192,島民の霊,-978,293.2,-2000.3,0,0,0,100,
193,島民の霊,-1038.8,307.4,-1974.3,0,0,0,100,
194,島民の霊,-1038.8,318.8,-1965.6,0,0,0,100,
195,島民の霊,-1038.8,330.2,-1956.9,0,0,0,100,
196,島民の霊,-1038.8,341.6,-1948.2,0,0,0,100,
197,島民の霊,-1004.1,273.3,-2009,0,0,0,100,
198,島民の霊,-1012.7,270.5,-2009,0,0,0,100,
199,島民の霊,-1021.4,267.6,-2009,0,0,0,100,
200,島民の霊,-1030.1,264.8,-2009,0,0,0,100,
201,島民の霊,-934.6,77.3,-2182.6,0,0,0,100,
202,島民の霊,-925.9,72.7,-2191.3,0,0,0,100,
203,島民の霊,-950.4,65.2,-2192.1,0,0,0,100,
204,島民の霊,-949.6,69.3,-2187.3,0,0,0,100,
205,島民の霊,-947.8,73.4,-2182.9,0,0,0,100,
206,島民の霊,-945.7,77.6,-2178.5,0,0,0,100,
207,島民の霊,-944.1,61.8,-2198.4,0,0,0,100,
208,島民の霊,-962.5,60.5,-2193.6,0,0,0,100,
209,島民の霊,-938,144.1,-2116.5,0,0,0,100,
210,島民の霊,-930.5,136.6,-2124.2,0,0,0,100,
211,島民の霊,-923.1,128.9,-2132,0,0,0,100,
212,島民の霊,-915.8,121,-2139.9,0,0,0,100,
213,島民の霊,-962.7,137.1,-2116.5,0,0,0,100,
214,島民の霊,-962.5,146.6,-2109,0,0,0,100,
215,島民の霊,-962,155.9,-2101.6,0,0,0,100,
216,島民の霊,-961.4,165.3,-2094.4,0,0,0,100,
217,島民の霊,-938,113.1,-2141.2,0,0,0,100,
218,島民の霊,-945.7,111.1,-2141,0,0,0,100,
219,島民の霊,-953.5,109.5,-2140.6,0,0,0,100,
220,島民の霊,-961.4,108,-2139.9,0,0,0,100,
221,島民の霊,-938,236.9,-2047.1,0,0,0,100,
222,島民の霊,-930.5,227.5,-2054.8,0,0,0,100,
223,島民の霊,-923.1,217.9,-2062.6,0,0,0,100,
224,島民の霊,-915.8,208.2,-2070.5,0,0,0,100,
225,島民の霊,-962.7,230.7,-2047.1,0,0,0,100,
226,島民の霊,-962.5,241.7,-2039.6,0,0,0,100,
227,島民の霊,-962,252.6,-2032.2,0,0,0,100,
228,島民の霊,-961.4,263.4,-2024.9,0,0,0,100,
229,島民の霊,-938,200.7,-2071.8,0,0,0,100,
230,島民の霊,-945.7,199.1,-2071.6,0,0,0,100,
231,島民の霊,-953.5,197.7,-2071.1,0,0,0,100,
232,島民の霊,-961.4,196.7,-2070.5,0,0,0,100,
233,島民の霊,-938,337.1,-1977.6,0,0,0,100,
234,島民の霊,-930.5,328.3,-1985.3,0,0,0,100,
235,島民の霊,-923.1,319.3,-1993.1,0,0,0,100,
236,島民の霊,-915.8,310.1,-2001,0,0,0,100,
237,島民の霊,-962.7,330.5,-1977.6,0,0,0,100,
238,島民の霊,-962.5,341,-1970.1,0,0,0,100,
239,島民の霊,-962,351.5,-1962.8,0,0,0,100,
240,島民の霊,-961.4,361.9,-1955.5,0,0,0,100,
241,島民の霊,-938,302.5,-2002.3,0,0,0,100,
242,島民の霊,-945.7,300.7,-2002.1,0,0,0,100,
243,島民の霊,-953.5,299.2,-2001.7,0,0,0,100,
244,島民の霊,-961.4,298,-2001,0,0,0,100,
245,島民の霊,-868.5,92.7,-2186,0,0,0,100,
246,島民の霊,-861,88.4,-2193.6,0,0,0,100,
247,島民の霊,-853.6,84,-2201.5,0,0,0,100,
248,島民の霊,-846.4,79.4,-2209.4,0,0,0,100,
249,島民の霊,-893.2,86.3,-2186,0,0,0,100,
250,島民の霊,-893,92.4,-2178.5,0,0,0,100,
251,島民の霊,-892.6,98.5,-2171.1,0,0,0,100,
252,島民の霊,-891.9,104.6,-2163.8,0,0,0,100,
253,島民の霊,-868.5,72.6,-2210.6,0,0,0,100,
254,島民の霊,-876.2,70.7,-2210.5,0,0,0,100,
255,島民の霊,-884,69,-2210,0,0,0,100,
256,島民の霊,-891.9,67.5,-2209.4,0,0,0,100,
257,島民の霊,-868.5,164.1,-2116.5,0,0,0,100,
258,島民の霊,-861,157.2,-2124.2,0,0,0,100,
259,島民の霊,-853.6,150,-2132,0,0,0,100,
260,島民の霊,-846.4,142.7,-2139.9,0,0,0,100,
261,島民の霊,-893.2,156.1,-2116.5,0,0,0,100,
262,島民の霊,-893,165.4,-2109,0,0,0,100,
263,島民の霊,-892.6,174.5,-2101.6,0,0,0,100,
264,島民の霊,-891.9,183.6,-2094.4,0,0,0,100,
265,島民の霊,-868.5,133.9,-2141.2,0,0,0,100,
266,島民の霊,-876.2,131.6,-2141,0,0,0,100,
267,島民の霊,-884,129.7,-2140.6,0,0,0,100,
268,島民の霊,-891.9,127.9,-2139.9,0,0,0,100,
269,島民の霊,-868.5,254.3,-2047.1,0,0,0,100,
270,島民の霊,-861,244.7,-2054.8,0,0,0,100,
271,島民の霊,-853.6,234.8,-2062.6,0,0,0,100,
272,島民の霊,-846.4,224.8,-2070.5,0,0,0,100,
273,島民の霊,-893.2,248.5,-2047.1,0,0,0,100,
274,島民の霊,-893,259.7,-2039.6,0,0,0,100,
275,島民の霊,-892.6,270.7,-2032.2,0,0,0,100,
276,島民の霊,-891.9,281.6,-2024.9,0,0,0,100,
277,島民の霊,-868.5,217.8,-2071.8,0,0,0,100,
278,島民の霊,-876.2,216.3,-2071.6,0,0,0,100,
279,島民の霊,-884,215.1,-2071.1,0,0,0,100,
280,島民の霊,-891.9,214.2,-2070.5,0,0,0,100,
281,島民の霊,-868.5,355.5,-1977.6,0,0,0,100,
282,島民の霊,-861,345.5,-1985.3,0,0,0,100,
283,島民の霊,-853.6,335.3,-1993.1,0,0,0,100,
284,島民の霊,-846.4,324.9,-2001,0,0,0,100,
285,島民の霊,-893.2,350.9,-1977.6,0,0,0,100,
286,島民の霊,-893,362.1,-1970.1,0,0,0,100,
287,島民の霊,-892.6,373.1,-1962.8,0,0,0,100,
288,島民の霊,-891.9,384,-1955.5,0,0,0,100,
289,島民の霊,-868.5,318.9,-2002.3,0,0,0,100,
290,島民の霊,-876.2,317.8,-2002.1,0,0,0,100,
291,島民の霊,-884,317,-2001.7,0,0,0,100,
292,島民の霊,-891.9,316.5,-2001,0,0,0,100,
293,島民の霊,-1255.8,44.8,-2156.6,0,0,0,100,
294,島民の霊,-1143,95.9,-2113.2,0,0,0,100,
295,島民の霊,-1134.3,87.8,-2121.9,0,0,0,100,
296,島民の霊,-1125.6,79.8,-2130.5,0,0,0,100,
297,島民の霊,-1116.9,71.7,-2139.2,0,0,0,100,
298,島民の霊,-1177.7,90.7,-2113.2,0,0,0,100,
299,島民の霊,-1177.7,100.1,-2104.5,0,0,0,100,
300,島民の霊,-1177.7,109.5,-2095.8,0,0,0,100,
301,島民の霊,-1177.7,118.8,-2087.1,0,0,0,100,
302,島民の霊,-1143,58.4,-2147.9,0,0,0,100,
303,島民の霊,-1151.6,57.1,-2147.9,0,0,0,100,
304,島民の霊,-1170.8,79.8,-2124.2,0,0,0,100,
305,島民の霊,-1218.9,78,-2119.7,0,0,0,100,
306,島民の霊,-1212.7,72,-2126.4,0,0,0,100,
307,島民の霊,-1206.7,65.6,-2133.4,0,0,0,100,
308,島民の霊,-1200.9,59,-2140.6,0,0,0,100,
309,島民の霊,-1234,77.2,-2119.7,0,0,0,100,
310,島民の霊,-1233.6,83.2,-2113.5,0,0,0,100,
311,島民の霊,-1232.6,88.9,-2107.5,0,0,0,100,
312,島民の霊,-1231.3,94.6,-2101.6,0,0,0,100,
313,島民の霊,-1218.9,63.5,-2134.8,0,0,0,100,
314,島民の霊,-1225.6,63.6,-2134.4,0,0,0,100,
315,島民の霊,-1232.6,64.2,-2133.4,0,0,0,100,
316,島民の霊,-1239.8,65.1,-2132,0,0,0,100,
317,島民の霊,-1288.4,74.7,-2119.7,0,0,0,100,
318,島民の霊,-1282.2,68.8,-2126.4,0,0,0,100,
319,島民の霊,-1276.2,62.7,-2133.4,0,0,0,100,
320,島民の霊,-1270.3,56.3,-2140.6,0,0,0,100,
321,島民の霊,-1303.5,75.1,-2119.7,0,0,0,100,
322,島民の霊,-1303,80.5,-2113.5,0,0,0,100,
323,島民の霊,-1302,85.6,-2107.5,0,0,0,100,
324,島民の霊,-1300.7,90.6,-2101.6,0,0,0,100,
325,島民の霊,-1288.4,61.7,-2134.8,0,0,0,100,
326,島民の霊,-1295,62.3,-2134.4,0,0,0,100,
327,島民の霊,-1302,63.3,-2133.4,0,0,0,100,
328,島民の霊,-1309.2,64.6,-2132,0,0,0,100,
329,島民の霊,-1357.8,73.6,-2119.7,0,0,0,100,
330,島民の霊,-1351.6,68.2,-2126.4,0,0,0,100,
331,島民の霊,-1333.9,65.2,-2130.5,0,0,0,100,
332,島民の霊,-1372.9,73.1,-2119.7,0,0,0,100,
333,島民の霊,-1372.5,78.4,-2113.5,0,0,0,100,
334,島民の霊,-1371.5,83.4,-2107.5,0,0,0,100,
335,島民の霊,-1370.1,88.4,-2101.6,0,0,0,100,
336,島民の霊,-1357.8,60.8,-2134.8,0,0,0,100,
337,島民の霊,-1364.5,61,-2134.4,0,0,0,100,
338,島民の霊,-1371.5,61.6,-2133.4,0,0,0,100,
339,島民の霊,-1378.1,55.9,-2139.9,0,0,0,100,
340,島民の霊,-1143,180.5,-2043.7,0,0,0,100,
341,島民の霊,-1134.3,171.6,-2052.4,0,0,0,100,
342,島民の霊,-1125.6,162.8,-2061.1,0,0,0,100,
343,島民の霊,-1116.9,153.9,-2069.8,0,0,0,100,
344,島民の霊,-1177.7,172,-2043.7,0,0,0,100,
345,島民の霊,-1177.7,183,-2035,0,0,0,100,
346,島民の霊,-1177.7,193.9,-2026.4,0,0,0,100,
347,島民の霊,-1177.7,204.9,-2017.7,0,0,0,100,
348,島民の霊,-1143,136.6,-2078.4,0,0,0,100,
349,島民の霊,-1151.6,134.5,-2078.4,0,0,0,100,
350,島民の霊,-1160.3,132.4,-2078.4,0,0,0,100,
351,島民の霊,-1169,130.3,-2078.4,0,0,0,100,
352,島民の霊,-1212.4,163.3,-2043.7,0,0,0,100,
353,島民の霊,-1203.7,154.5,-2052.4,0,0,0,100,
354,島民の霊,-1195,145.8,-2061.1,0,0,0,100,
355,島民の霊,-1186.4,137,-2069.8,0,0,0,100,
356,島民の霊,-1247.1,157.2,-2043.7,0,0,0,100,
357,島民の霊,-1247.1,167.5,-2035,0,0,0,100,
358,島民の霊,-1247.1,177.8,-2026.4,0,0,0,100,
359,島民の霊,-1247.1,188.1,-2017.7,0,0,0,100,
360,島民の霊,-1212.4,122.1,-2078.4,0,0,0,100,
361,島民の霊,-1221.1,120.6,-2078.4,0,0,0,100,
362,島民の霊,-1229.8,119,-2078.4,0,0,0,100,
363,島民の霊,-1238.4,117.5,-2078.4,0,0,0,100,
364,島民の霊,-1281.8,151.6,-2043.7,0,0,0,100,
365,島民の霊,-1273.2,142.7,-2052.4,0,0,0,100,
366,島民の霊,-1264.5,133.8,-2061.1,0,0,0,100,
367,島民の霊,-1255.8,124.9,-2069.8,0,0,0,100,
368,島民の霊,-1316.6,149.1,-2043.7,0,0,0,100,
369,島民の霊,-1316.6,158.6,-2035,0,0,0,100,
370,島民の霊,-1316.6,168.2,-2026.4,0,0,0,100,
371,島民の霊,-1316.6,177.7,-2017.7,0,0,0,100,
372,島民の霊,-1281.8,113.5,-2078.4,0,0,0,100,
373,島民の霊,-1290.5,112.8,-2078.4,0,0,0,100,
374,島民の霊,-1299.2,112.2,-2078.4,0,0,0,100,
375,島民の霊,-1307.9,111.6,-2078.4,0,0,0,100,
376,島民の霊,-1351.3,146,-2043.7,0,0,0,100,
377,島民の霊,-1342.6,137.2,-2052.4,0,0,0,100,
378,島民の霊,-1333.9,128.5,-2061.1,0,0,0,100,
379,島民の霊,-1325.2,119.7,-2069.8,0,0,0,100,
380,島民の霊,-1386,144.3,-2043.7,0,0,0,100,
381,島民の霊,-1386,153.5,-2035,0,0,0,100,
382,島民の霊,-1386,162.6,-2026.4,0,0,0,100,
383,島民の霊,-1386,171.8,-2017.7,0,0,0,100,
384,島民の霊,-1351.3,109.2,-2078.4,0,0,0,100,
385,島民の霊,-1360,108.8,-2078.4,0,0,0,100,
386,島民の霊,-1368.6,108.4,-2078.4,0,0,0,100,
387,島民の霊,-1377.3,107.9,-2078.4,0,0,0,100,
388,島民の霊,-1143,268.9,-1974.3,0,0,0,100,
389,島民の霊,-1134.3,261.1,-1983,0,0,0,100,
390,島民の霊,-1125.6,253.4,-1991.6,0,0,0,100,
391,島民の霊,-1116.9,245.7,-2000.3,0,0,0,100,
392,島民の霊,-1177.7,257.9,-1974.3,0,0,0,100,
393,島民の霊,-1177.7,268.4,-1965.6,0,0,0,100,
394,島民の霊,-1177.7,278.9,-1956.9,0,0,0,100,
395,島民の霊,-1177.7,289.4,-1948.2,0,0,0,100,
396,島民の霊,-1143,226.9,-2009,0,0,0,100,
397,島民の霊,-1151.6,224.1,-2009,0,0,0,100,
398,島民の霊,-1160.3,221.4,-2009,0,0,0,100,
399,島民の霊,-1169,218.6,-2009,0,0,0,100,
400,島民の霊,-1212.4,249.1,-1974.3,0,0,0,100,
401,島民の霊,-1203.7,240.8,-1983,0,0,0,100,
402,島民の霊,-1195,232.5,-1991.6,0,0,0,100,
403,島民の霊,-1186.4,224.2,-2000.3,0,0,0,100,
404,島民の霊,-1247.1,240.3,-1974.3,0,0,0,100,
405,島民の霊,-1247.1,250.8,-1965.6,0,0,0,100,
406,島民の霊,-1247.1,261.3,-1956.9,0,0,0,100,
407,島民の霊,-1247.1,271.8,-1948.2,0,0,0,100,
408,島民の霊,-1212.4,207.1,-2009,0,0,0,100,
409,島民の霊,-1221.1,204.9,-2009,0,0,0,100,
410,島民の霊,-1229.8,202.8,-2009,0,0,0,100,
411,島民の霊,-1238.4,200.6,-2009,0,0,0,100,
412,島民の霊,-1281.8,234.8,-1974.3,0,0,0,100,
413,島民の霊,-1273.2,225.7,-1983,0,0,0,100,
414,島民の霊,-1264.5,216.6,-1991.6,0,0,0,100,
415,島民の霊,-1255.8,207.5,-2000.3,0,0,0,100,
416,島民の霊,-1316.6,229.2,-1974.3,0,0,0,100,
417,島民の霊,-1316.6,239.7,-1965.6,0,0,0,100,
418,島民の霊,-1316.6,250.2,-1956.9,0,0,0,100,
419,島民の霊,-1316.6,260.7,-1948.2,0,0,0,100,
420,島民の霊,-1281.8,192.8,-2009,0,0,0,100,
421,島民の霊,-1290.5,191.4,-2009,0,0,0,100,
422,島民の霊,-1299.2,190,-2009,0,0,0,100,
423,島民の霊,-1307.9,188.7,-2009,0,0,0,100,
424,島民の霊,-1351.3,225.4,-1974.3,0,0,0,100,
425,島民の霊,-1342.6,215.9,-1983,0,0,0,100,
426,島民の霊,-1333.9,206.3,-1991.6,0,0,0,100,
427,島民の霊,-1325.2,196.8,-2000.3,0,0,0,100,
428,島民の霊,-1386,222.3,-1974.3,0,0,0,100,
429,島民の霊,-1386,232.6,-1965.6,0,0,0,100,
430,島民の霊,-1386,242.9,-1956.9,0,0,0,100,
431,島民の霊,-1386,253.2,-1948.2,0,0,0,100,
432,島民の霊,-1351.3,184.1,-2009,0,0,0,100,
433,島民の霊,-1360,183.4,-2009,0,0,0,100,
434,島民の霊,-1368.6,182.6,-2009,0,0,0,100,
435,島民の霊,-1377.3,181.8,-2009,0,0,0,100,
