ID,オプション1,オプション2,オプション3,Unnamed: 4,Unnamed: 5
79,"""Th-thanks.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
80,"""You're welcome.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
81,In Star Man’s hand was another unopened bottle of Word Breath.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
82,(Should I... drink this right now?),res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
83,"""If I drink the bottle and then die months later, will it still work?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
84,"""Yes. But if you drink it now, this will be the place you come back to.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
85,"""I see... So I need to be careful where I drink it.
Can I give it to someone else?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
86,"""You can, but it only works on the person who made the contract.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
87,"""...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
88,Star Man stared at the Word Breath.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
89,(I need to take good care of this last bottle...),res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
90,"""I once gave about a thousand of them to the islanders.
There should still be some unused Word Breath left out there.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
91,"""Hmm...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
92,"""Just so you know... drinking two at once won’t give you more than one revival.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
93,"""...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
94,"""Also, you can come back to life even if your head gets blown off.
However, in that case, your skills and memories won’t return.
You won’t know who you are, won’t be able to use a smartphone, or even understand language.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
95,"""...I see.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
96,"""That's all.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
97,The horned figure summoned a dark vortex and began to leave.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
98,"""...Thanks.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
99,"""You're welcome.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
100,"""Why did you help me?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
101,"""Because I want contracts.
There aren’t many people willing to agree to a deal that ends in death after a year.
So naturally, I show up in front of those on the verge of dying.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
102,"""I see.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
103,"""Just so you know…",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
104," that ghost earlier wasn't working with me.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
105,"""R-right.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
106,(Not like I can really check…),res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
107,"""...Farewell then.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
108,The horned figure disappeared into the dark vortex.,,,,
109,Star Man walked toward the forest where the acorns had grown.,res\\image\\hoshiman00.png,,,
110,(...Just one year left to live...),res\\image\\hoshiman00.png,,,
111,"Though his body had fully recovered, Star Man felt no motivation.
He sat on a fallen tree and began reflecting on his 27 years of life.",res\\image\\hoshiman00.png,,,
112,(So this is how my life ends...),res\\image\\hoshiman00.png,,,
113,(...),res\\image\\hoshiman00.png,,,
114,(What do I want to do... with the year I have left?),res\\image\\hoshiman00.png,,,
115,"Star Man thought he wanted to help Trapezoid Man and the others escape the island.
Not out of kindness—but because, by process of elimination, it was the only thing he could think of.
He decided to test out the fire and ice magic for the escape.",res\\image\\hoshiman00.png,,,
116,(How do I even use it...?),res\\image\\hoshiman00.png,,,
117,"When he imagined fire coming from his hand, fire actually came out.",res\\image\\hoshiman00.png,,,
118,(Whoa... what the... whoa!),res\\image\\hoshiman00.png,,,
119,"""Hah... hah... hah... hah...""",res\\image\\hoshiman00.png,,,
120,"Star Man felt that using magic tired him out as much as sprinting at full speed.
On top of that, the flame from his hand was as weak as a candle’s.",res\\image\\hoshiman00.png,,,
121,"(If it takes this much energy, it’d be faster just to punch something...)",res\\image\\hoshiman00.png,,,
122,"It felt like it was linked to his physical strength and stamina—the more he used it, the more it exhausted him, but also the stronger it became.",res\\image\\hoshiman00.png,,,
123,(Let’s try the others...),res\\image\\hoshiman00.png,,,
124,"When he imagined ice, a small shard of ice came from his hand.
When he pictured dark flames, black fire appeared.",res\\image\\hoshiman00.png,,,
125,(I've never seen anything like it before. At least now I know what it does.),res\\image\\hoshiman00.png,,,
126,Star Man decided to resume gathering acorns.,res\\image\\hoshiman00.png,,,
127,"(Still just the same cube-shaped monsters.
Before, just standing and walking was all I could manage, but now I'm fully recovered.
Maybe I should try fighting here once. There might be times ahead when I’ll have to fight.)",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
128,Star Man slowly approached and threw a stone.,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
129,"The monster didn’t react even when the stone hit it.
It seemed to be a massive gelatinous creature, weighing several hundred kilograms.
A little stone wouldn’t do any damage.",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
130,"(I'd like to try throwing a heavy rock, but it might bounce back at me...)",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
131,Star Man thought for a moment and came up with a strategy.,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
132,"He lured the monster to a ledge.
The drop was about two meters, forcing the monster to just jump in place.",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
133,"Since it could only move straight ahead, staying on higher ground let him attack it freely from close range.",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
134,"As Star Man kept dropping rocks from the ledge, the monster’s body gradually broke apart and collapsed.",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
135,"Eventually, the monster stopped moving.",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,,
136,(...),res\\image\\hoshiman00.png,,,
137,"Star Man approached the monster and examined it.
It felt gelatinous, and jiggled when he poked it.",res\\image\\hoshiman00.png,,,
138,(It smells unnatural. Feels dangerous to touch...),res\\image\\hoshiman00.png,,,
139,He decided to wrap part of it in a leaf and take it back with him.,res\\image\\hoshiman00.png,,,
