ID,オプション1,オプション2,オプション3,Unnamed: 4,Unnamed: 5
34,"""Are you the guy they call Nes?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
35,"""No, no! Totally not me, haha!
Never heard of him, haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
36,The man adjusted his collar.,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
37,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
38,"""Can you tell me your name?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
39,"""Hmm~ no idea~ maybe I forgot, haha!
Or maybe I never had one in the first place, haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
40,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
41,"""Was that ghost I just took down someone named Noble?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
42,"""Ehh~ not sure, haha! Was someone like that even here? Haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
43,"The man flipped up his collar, then straightened it down again.",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
44,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
45,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
46,"""What are you doing here?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
47,"""Oh, just robbery and murder, haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
48,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
49,"""Robbery and murder?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
50,"""Yeah~ I killed everyone who was around here,
stole their money, chopped up the corpses, and buried them, haha!
It was amazing, haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
51,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
52,"Star Man looked around.
It was clearly a ruin that had been abandoned for decades—
not the kind of scene the man was describing.",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
53,"""You're lying. Tell me where you did it.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
54,"""Nooo way, haha! It's true, haha!
But where it happened is a secret~""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
55,"Again, the man flipped his collar up, then down.
His legs were still shaking.",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
56,(Looks like he can’t speak unless he’s fiddling with something.),res\\image\\hoshiman00.png,res\\image\\nes00.png,,
57,"""Trade secret, haha!
But man, it was awesome seeing all those corpses, haha!
I need to throw a party every day now, haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
58,"""If you're really that dangerous, I can't let you live.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
59,Star Man readied his stone axe.,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
60,"""Whoa~ hey, I was totally joking, haha!
Man, you’re kinda weird, huh? Haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
61,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
62,"""Bet people don’t like you, right? Haha!
Don’t they say you’re too dumb to hold a conversation? Haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
63,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
64,…Haha.,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
65,The man grinned triumphantly at Star Man.,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
66,"""Let me ask again—are you 'Nes'?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
67,"""Ehhh~ who’s that~? Haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
68,"""Then what *is* your name?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
69,"""Hey~ shouldn’t you be the one to introduce yourself first? Haha!
Why should *I* tell *you* first, haha?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
70,"""I’m Star Man.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
71,"""Ehh~ Star Man~?
Wow, never heard such a weird name before, haha!
Your parents must be disabled, right? Haha! Wee-woo, wee-woo~!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
72,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
73,"""So, what’s *your* name?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
74,"""Huh? Haha, why should I tell you? Haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
75,"""Hey...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
76,"""We didn’t agree on that, you know? Haha!
You’re the one who gave your name without being asked, haha.
Ah, I remember now! My name is Star Man! Haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
77,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
78,"""Man, such a dumb name, I feel sorry for you, haha! That must’ve been rough~ haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
79,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
80,"""Well then... I’ll be going now.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
81,Star Man turned and started walking back toward Precision.,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
82,"(So every time I come here, there’s a chance I’ll run into *that guy*...)",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
83,"""Aww, finally he’s gone, haha!
Whew, dealing with a retard is exhausting~ haha!
What a relief~ haha! Take care out there~ haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
84,Star Man ignored him and kept walking.,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
85,"""Ah! My buoy’s been stolen!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
86,Star Man stopped in his tracks.,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
87,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
88,"""Man~ this is such a problem.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
89,"""How exactly is it a problem?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
90,"""I need it for a mass murder plan! Haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
91,"""This? And how exactly would you use it to commit mass murder?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
92,"""Nah, can’t tell you that, haha!
Why should I tell a retard like you, haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
93,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
94,"""Where did you even get the idea that I’m disabled?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
95,"""Well, I mean your parents are mentally ill, right? Haha!
So you must be too, since you’re their kid, haha!
You literally just stole my buoy and ran off with it, didn’t you? Haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
96,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
97,"""I could use it to kill your parents too, haha!
Man, nothing beats mass death! Haha!""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
98,"The man doubled over, sat on the ground,
then started flailing his legs and slapping the floor, laughing uncontrollably.",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
99,"""...I see...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
100,Star Man walked away from the VirtualBecks Port ruins.,res\\image\\hoshiman00.png,,,
101,"(Right... there are people in this world who laugh at funerals.
It had been a while since I’d met one, so I had forgotten they exist...)",res\\image\\hoshiman00.png,,,
102,"Star Man trembled—not from fear or anger,
but from the sheer shock of encountering something so completely alien.",res\\image\\hoshiman00.png,,,
