ID,オプション1,オプション2,オプション3,Unnamed: 4,Unnamed: 5
24,"""I get what you're trying to say, but at least start with ‘Give it back’ or ‘Get out.’""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
25,"""Huh?! You got it all wrong. I was trying to explain, and they showed up first!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
26,The man pointed at Trapezoid Man and the others.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
27,"""...I see. For now, we’ll leave.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
28,"""Haaah?! You think that’s enough?! After all the damage you did to my place?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
29,"""We’ll try to restore it as best we can.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
30,"""Don’t give me that crap! You messing with me?! Sit your damn ass down, now!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
31,"""...?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
32,"""If you feel bad, then apologize! That’s just common sense!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
33,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
34,Star Man sat formally on his knees.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
35,"""We are truly sorry.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
36,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
37,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
38,"""Leave all the food you’ve gathered. Right here.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
39,"""...?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
40,"""You just apologized, didn’t you?! That means you admit you were wrong!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
41,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
42,"""And from now on, you’re going to bring me half of whatever food you get—every day.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
43,"""...!?""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
44,"""That’s not something we can agree to.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
45,"""We’re barely getting by ourselves.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
46,"""What did you say, you bastard?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
47,The man kicked Star Man.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
48,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
49,The man grabbed Star Man by the neck and shook him violently.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
50,(There’s no other choice... I have to kill him...),res\\image\\hoshiman00.png,res\\image\\gain00.png,,
51,(I have to do it... there's no other way...),res\\image\\hoshiman00.png,res\\image\\gain00.png,,
52,"The man let go and walked toward the children. The kids, still seated, raised their hands to shield their heads.",,res\\image\\gain00.png,,
53,The man punched Triangle Man. Then he slammed Triangle Man’s head into the ground.,res\\image\\sankakuman00.png,res\\image\\gain00.png,,
54,"""You think I want to do this?! But they stole from me, broke everything, and won’t give it back!""",res\\image\\sankakuman00.png,res\\image\\gain00.png,,
55,The man turned Triangle Man’s face toward Star Man.,res\\image\\sankakuman00.png,res\\image\\gain00.png,,
56,"""Even though this kid’s getting hurt because of you, you still care more about yourself. That’s impressive. I’m touched.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
57,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
58,"""Alright...""",res\\image\\daikeiman00.png,res\\image\\gain00.png,,
59,Trapezoid Man said.,res\\image\\daikeiman00.png,res\\image\\gain00.png,,
60,"""We’ll leave now. And we’ll bring you half the food we get. I’m sorry.""",res\\image\\daikeiman00.png,res\\image\\gain00.png,,
61,The man let go of Triangle Man and stood up.,,res\\image\\gain00.png,,
62,"""Alright then, I’ll be counting on you~""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
63,"He walked toward the exit. As he passed Star Man, he stopped and pushed at his face with his foot.",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
64,"""Move it, asshole.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
65,He kicked Star Man aside and walked down the hallway. No one spoke until his footsteps had faded.,res\\image\\hoshiman00.png,,,
66,Star Man walked over to the children.,res\\image\\hoshiman00.png,,,
67,"""Are you alright...?""",res\\image\\hoshiman00.png,,,
68,"""...""",res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
69,There was no reply.,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
70,"""...""",res\\image\\daikeiman00.png,,,
71,"""That guy’s name is Gain. Just so you know, what he said about ‘they attacked me first’—that was a lie.""",res\\image\\daikeiman00.png,,,
72,"""He hit us the moment he saw us.""",res\\image\\daikeiman00.png,,,
73,Trapezoid Man said.,res\\image\\daikeiman00.png,,,
74,"""...I see. That’s what I figured.""",res\\image\\hoshiman00.png,,,
75,"""I saw that guy on the boat. He was on the same one as us.""",res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
76,Rectangle Man said.,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
77,"""...""",res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
78,"""So saying he lived here all along was a lie too...""",res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
79,"""Why do we have to leave?! That’s not fair!""",res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
80,Triangle Man said.,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
81,"""...""",res\\image\\hoshiman00.png,,,
82,"""You’re right about that.""",res\\image\\daikeiman00.png,,,
83,Trapezoid Man said.,res\\image\\daikeiman00.png,,,
84,"""But saying that won’t change anything.""",res\\image\\daikeiman00.png,,,
85,"""It’s not fair! We should just kill that guy!""",res\\image\\sankakuman00.png,,,
86,"""...That’s...""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
87,Star Man and the others didn’t know how to respond.,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
