ID,オプション1,オプション2,オプション3,,
17,「・・・全部・・・？！」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
18,"どういうことかわからず、理解が追い付かなかった。
ダイケイマンたちの方を見たが目を合わせず何も言わなかった。",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
19,「オメーらが人の家に勝手に入ってンだろうが！！」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
20,「・・・？」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
21,「ここに以前住んでたのか？」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
22,"「そうだよ！　ずっと前から住んでたのにちょっと家、
　離れたらめちゃくちゃにしやがって！
　どう責任とンだよ！　えぇ！？」",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
23,「・・・」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
24,「言いたいことは分かったが、まずは『返せ、出ていけ』と言えよ」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
25,"「はぁ？！　ちげぇよ。
　こっちが説明しようとしてんのにこいつらが先にやってきたんだ」",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
26,男はダイケイマンたちの方を指さした。,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
27,「・・・そうか。とりあえず、私たちは出ていく」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
28,"「はぁあ！？　そんなんでいいと思ってんのか？！
　こんなに家をめちゃくちゃにしやがって！」",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
29,「なるべく、元に戻すようにする」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
30,"「適当なこと言いやがって！
　ふざけてんのかてめェ・・・オイ、正座しろやオラ！」",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
31,「・・・？！」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
32,「わりぃと思ってんなら謝罪しろよ。それが常識ってもンだろうが！」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
33,「・・・」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
34,ホシマンは正座した。,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
35,「どうもすみませんでした」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
36,「・・・」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
37,「・・・」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
38,「ここにある食料は全部置いていけ」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
39,「・・・？！」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
40,「今、謝罪したよなぁ！　じゃあ自分が悪いって認めたんじゃねぇか！」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
41,「・・・」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
42,「あとこれから、手に入れた食料は半分ここに毎日収めろ」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
43,「・・・！？」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
44,「そんな要求は引き受けられない」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
45,「こっちだってギリギリでやってるんだ」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
46,「んだとテメェ！」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
47,男はホシマンを蹴った。,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
48,「・・・」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
49,男はホシマンの首を絞め、揺さぶる。,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
50,（もう・・・こいつを殺すしか・・・）,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
51,（やるか・・・やらないと・・・）,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
52,"男は手を離し、子供のほうに歩いて行った。
座っていた子供たちは手で頭を覆う。",,res\\image\\gain00.png,,
53,"男はサンカクマンを殴った。
男はサンカクマンの頭をつかみ地面にたたきつけた。",res\\image\\sankakuman00.png,res\\image\\gain00.png,,
54,"「俺だってこんなことしたくねぇよ？
　でもこいつらが人のもの盗んで壊して返さねぇっていうからさぁ！」",res\\image\\sankakuman00.png,res\\image\\gain00.png,,
55,男はサンカクマンの顔をホシマンに向けた。,res\\image\\sankakuman00.png,res\\image\\gain00.png,,
56,"「自分のせいで子供がこんな目に遭っても、
　それでも自分のことが一番大事なんだってよ。
　性根が腐ってるよなぁ！　緑色の血でも流れてンだろ！」",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
57,「・・・」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
58,「わかったよ」,res\\image\\daikeiman00.png,res\\image\\gain00.png,,
59,ダイケイマンが言った。,res\\image\\daikeiman00.png,res\\image\\gain00.png,,
60,「今から出ていくし、手に入れた食料も半分ここに持ってくる。すまなかった」,res\\image\\daikeiman00.png,res\\image\\gain00.png,,
61,男はサンカクマンから手を離し立ち上がった。,,res\\image\\gain00.png,,
62,「じゃ、そーいうことでよろしくぅ～」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
63,"男は出口の方に歩いて行った。
通り道にいたホシマンの前で止まった。
男は足でホシマンの顔を押そうとし、ホシマンは避けた。",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
64,「どけオラ」,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
65,"ホシマンを足で押しのけ、男は廊下に出て帰って行った。
ホシマンたちは男の足音が聞こえなくなってもしばらく黙っていた。
子供たちは泣いていた。",res\\image\\hoshiman00.png,,,
66,ホシマンは子供たちの方に歩み寄った。,res\\image\\hoshiman00.png,,,
67,「大丈夫か・・・？」,res\\image\\hoshiman00.png,,,
68,「・・・」,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
69,返事はなかった。,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
70,「・・・」,res\\image\\daikeiman00.png,,,
71,"「あいつは、ガインと言う奴だ。
　あの、言っておくと、あいつが言っていた、
　『こいつらが先に手を出した』って話。あれは嘘」",res\\image\\daikeiman00.png,,,
72,「会うなり殴りかかってきた」,res\\image\\daikeiman00.png,,,
73,ダイケイマンが言った。,res\\image\\daikeiman00.png,,,
74,「・・・そうか。そうだと思う」,res\\image\\hoshiman00.png,,,
75,「あの人、船でみたよ。僕たちと同じ船に乗ってた」,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
76,シカクマンが言った。,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
77,「・・・」,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
78,「じゃあずっと前からここにいたってのも嘘か・・・」,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
79,「なんで僕たちが出ていかないといけないの？！　おかしいじゃん！」,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
80,サンカクマンが言った。,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
81,「・・・」,res\\image\\hoshiman00.png,,,
82,「君の言ってることは正しいよ」,res\\image\\daikeiman00.png,,,
83,ダイケイマンが言った。,res\\image\\daikeiman00.png,,,
84,「だけど、そんなこと言ってもしょうがないんだ」,res\\image\\daikeiman00.png,,,
85,「おかしいって！　あんなやつ殺しちゃえばいいんだよ！」,res\\image\\sankakuman00.png,,,
86,「・・・それは・・・」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
87,ホシマンたちはなんて言っていいかわからなかった。,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
