ID,タイプ,PosX,PosY,PosZ,RotX,RotY,RotZ,残りHP,討伐済み
30,ビッグリッポウタイ,-1982.880371,69.534660,-1564.209473,0,0,0,100,
31,ビッグリッポウタイ,-1981.987549,71.525024,-1508.407471,0,0,0,100,
32,ビッグリッポウタイ,-1981.987549,71.525032,-1537.478394,0,0,0,100,
33,エンバン,-1980.495605,59.019859,-1377.181885,0,0,0,100,
34,エンチュウ,-1980.495605,66.235428,-1429.807861,0,0,0,100,
35,ビッグリッポウタイ,-1980.495605,73.108017,-1516.070801,0,0,0,100,
36,エンバン,-1979.681763,62.065536,-1390.745361,0,0,0,100,
37,スモールリッポウタイ,-1979.681763,64.810593,-1630.455200,0,0,0,100,
38,エンチュウ,-1979.681763,64.810600,-1415.430664,0,0,0,100,
39,エンチュウ,-1979.681763,71.064713,-1460.189819,0,0,0,100,
40,エンチュウ,-1976.652588,73.583321,-1467.016602,0,0,0,100,
41,ビッグリッポウタイ,-1976.652588,73.898315,-1570.866821,0,0,0,100,
42,スモールリッポウタイ,-1976.336182,63.619003,-1661.831787,0,0,0,100,
43,ビッグリッポウタイ,-1976.336182,73.286270,-1592.387451,0,0,0,100,
44,ビッグリッポウタイ,-1976.336182,74.653015,-1557.665283,0,0,0,100,
45,スモールリッポウタイ,-1976.019653,58.378834,-1683.352295,0,0,0,100,
46,スモールリッポウタイ,-1976.019653,71.260887,-1605.905518,0,0,0,100,
47,ビッグリッポウタイ,-1976.019653,76.129822,-1509.424805,0,0,0,100,
48,エンバン,-1972.990601,57.959599,-1352.677490,0,0,0,100,
49,エンチュウ,-1972.990601,74.652344,-1446.807251,0,0,0,100,
50,ビッグリッポウタイ,-1972.990601,78.834869,-1516.251709,0,0,0,100,
51,ビッグリッポウタイ,-1972.176758,76.646179,-1585.515381,0,0,0,100,
52,エンチュウ,-1972.176758,76.646179,-1460.370605,0,0,0,100,
53,ビッグリッポウタイ,-1972.176758,77.308189,-1568.696777,0,0,0,100,
54,エンチュウ,-1972.176758,77.308189,-1477.189209,0,0,0,100,
55,スモールリッポウタイ,-1971.634155,73.482468,-1612.099487,0,0,0,100,
56,エンチュウ,-1971.634155,73.482468,-1433.786621,0,0,0,100,
57,ビッグリッポウタイ,-1971.634155,79.109100,-1542.655151,0,0,0,100,
58,ビッグリッポウタイ,-1969.791748,80.898354,-1509.854248,0,0,0,100,
59,スモールリッポウタイ,-1967.655762,69.580215,-1661.831787,0,0,0,100,
60,エンチュウ,-1967.655762,72.476105,-1410.095825,0,0,0,100,
61,エンチュウ,-1967.655762,79.733711,-1453.498535,0,0,0,100,
62,エンチュウ,-1966.887085,77.144501,-1434.600220,0,0,0,100,
63,ビッグリッポウタイ,-1966.887085,82.772263,-1504.044800,0,0,0,100,
64,ビッグリッポウタイ,-1966.887085,82.772270,-1541.841431,0,0,0,100,
65,ハンキュウ,-1965.304688,61.334507,-1700.713379,0,0,0,100,
66,エンバン,-1965.304688,61.334507,-1345.172363,0,0,0,100,
67,スモールリッポウタイ,-1965.304688,69.451965,-1668.703857,0,0,0,100,
68,スモールリッポウタイ,-1965.304688,74.978287,-1631.269043,0,0,0,100,
69,エンチュウ,-1965.304688,80.330772,-1446.626465,0,0,0,100,
70,エンバン,-1964.807373,57.226349,-1321.933838,0,0,0,100,
71,ハンキュウ,-1964.807373,58.616028,-1715.406982,0,0,0,100,
72,スモールリッポウタイ,-1964.762085,65.697021,-1684.979858,0,0,0,100,
73,エンチュウ,-1964.762085,84.143066,-1499.794922,0,0,0,100,
74,エンチュウ,-1963.134521,77.338577,-1419.093018,0,0,0,100,
75,スモールリッポウタイ,-1963.134521,77.338585,-1626.793091,0,0,0,100,
76,エンチュウ,-1963.134521,80.831314,-1439.980347,0,0,0,100,
77,ビッグリッポウタイ,-1963.134521,85.943970,-1509.424805,0,0,0,100,
78,エンバン,-1961.326050,66.313934,-1354.033813,0,0,0,100,
79,ビッグリッポウタイ,-1961.326050,86.960419,-1503.230957,0,0,0,100,
80,ビッグリッポウタイ,-1961.326050,86.960426,-1542.655151,0,0,0,100,
81,スモールリッポウタイ,-1960.512329,80.813370,-1617.660522,0,0,0,100,
82,エンバン,-1958.975098,59.509861,-1314.609619,0,0,0,100,
83,エンバン,-1958.975098,62.333336,-1331.970703,0,0,0,100,
84,エンチュウ,-1958.975098,86.181152,-1453.498535,0,0,0,100,
85,ハンキュウ,-1957.528320,61.665886,-1723.319092,0,0,0,100,
86,スモールリッポウタイ,-1957.528320,77.419807,-1653.874512,0,0,0,100,
87,スモールリッポウタイ,-1957.483154,79.555405,-1638.638428,0,0,0,100,
88,エンチュウ,-1957.483154,79.555405,-1407.247559,0,0,0,100,
89,ビッグリッポウタイ,-1957.483154,90.609406,-1530.267334,0,0,0,100,
90,エンバン,-1956.149536,56.771889,-1300.074097,0,0,0,100,
91,エンバン,-1956.149536,73.795807,-1369.518677,0,0,0,100,
92,エンチュウ,-1956.149536,85.849380,-1438.963135,0,0,0,100,
93,ビッグリッポウタイ,-1956.149536,89.699173,-1563.316650,0,0,0,100,
94,ハンキュウ,-1956.149414,56.772137,-1745.811646,0,0,0,100,
95,エンバン,-1956.149414,67.243362,-1343.680420,0,0,0,100,
96,ビッグリッポウタイ,-1956.149414,91.205002,-1537.478638,0,0,0,100,
97,エンバン,-1955.132080,69.455368,-1349.648315,0,0,0,100,
98,スモールリッポウタイ,-1955.132080,83.282310,-1626.793091,0,0,0,100,
99,スモールリッポウタイ,-1955.132080,85.436913,-1613.907959,0,0,0,100,
100,エンチュウ,-1955.132080,85.436920,-1431.978027,0,0,0,100,
101,ビッグリッポウタイ,-1955.132080,90.821777,-1557.348755,0,0,0,100,
102,エンチュウ,-1955.132080,90.821777,-1488.537354,0,0,0,100,
103,スモールリッポウタイ,-1954.702393,84.642715,-1620.565186,0,0,0,100,
104,エンチュウ,-1954.702393,84.642715,-1425.320801,0,0,0,100,
105,エンバン,-1950.294556,64.681458,-1314.609619,0,0,0,100,
106,エンチュウ,-1950.294556,92.628586,-1453.498535,0,0,0,100,
107,ビッグリッポウタイ,-1950.294556,92.970268,-1583.706787,0,0,0,100,
108,ビッグリッポウタイ,-1950.294556,96.511520,-1522.942993,0,0,0,100,
109,エンバン,-1949.571289,84.214813,-1399.968506,0,0,0,100,
110,スモールリッポウタイ,-1949.571289,91.835312,-1600.344482,0,0,0,100,
111,エンバン,-1949.571167,62.691978,-1306.652466,0,0,0,100,
112,ビッグリッポウタイ,-1949.571167,96.598755,-1514.985718,0,0,0,100,
113,ハンキュウ,-1948.938232,70.705017,-1708.082764,0,0,0,100,
114,エンバン,-1948.938232,70.705017,-1337.802979,0,0,0,100,
115,スモールリッポウタイ,-1948.938232,78.409729,-1677.700928,0,0,0,100,
116,スモールリッポウタイ,-1948.938232,90.982437,-1608.256592,0,0,0,100,
117,キュウ,-1948.486084,58.552551,-1290.918945,0,0,0,100,
118,ハンキュウ,-1948.486084,58.552956,-1754.966797,0,0,0,100,
119,ハンキュウ,-1948.486084,72.884346,-1700.713379,0,0,0,100,
120,スモールリッポウタイ,-1948.486084,76.736702,-1685.522461,0,0,0,100,
121,エンバン,-1948.486084,76.736702,-1360.363403,0,0,0,100,
122,スモールリッポウタイ,-1948.486084,87.470184,-1631.268921,0,0,0,100,
123,エンバン,-1948.305176,74.911781,-1352.677490,0,0,0,100,
124,ハンキュウ,-1941.614014,61.932045,-1757.317871,0,0,0,100,
125,エンバン,-1941.614014,74.255753,-1331.970703,0,0,0,100,
126,スモールリッポウタイ,-1941.614014,78.658447,-1696.553955,0,0,0,100,
127,エンバン,-1941.614014,78.658447,-1349.331787,0,0,0,100,
128,スモールリッポウタイ,-1941.614014,85.262489,-1670.512207,0,0,0,100,
129,スモールリッポウタイ,-1941.614014,87.463837,-1661.831665,0,0,0,100,
130,スモールリッポウタイ,-1941.614014,90.366882,-1644.470581,0,0,0,100,
131,エンチュウ,-1941.614014,90.366882,-1401.415283,0,0,0,100,
132,スモールリッポウタイ,-1941.614014,91.818405,-1635.790039,0,0,0,100,
133,エンチュウ,-1941.614014,93.269928,-1418.776245,0,0,0,100,
134,エンチュウ,-1941.614014,94.721451,-1427.456787,0,0,0,100,
135,エンチュウ,-1941.614014,99.581909,-1462.179077,0,0,0,100,
136,ビッグリッポウタイ,-1941.614014,101.099594,-1557.665283,0,0,0,100,
137,ビッグリッポウタイ,-1941.614014,101.605484,-1548.984619,0,0,0,100,
138,ハンキュウ,-1934.922852,62.678848,-1769.343994,0,0,0,100,
139,エンチュウ,-1934.922852,107.092751,-1484.875244,0,0,0,100,
140,ハンキュウ,-1934.741943,60.460098,-1777.029907,0,0,0,100,
141,キュウ,-1934.741943,65.080284,-1284.046753,0,0,0,100,
142,スモールリッポウタイ,-1934.741943,97.397392,-1638.141113,0,0,0,100,
143,キュウ,-1934.289795,67.619568,-1291.416260,0,0,0,100,
144,スモールリッポウタイ,-1934.289795,96.482414,-1645.962524,0,0,0,100,
145,エンチュウ,-1934.289795,101.562737,-1430.305176,0,0,0,100,
146,ビッグリッポウタイ,-1934.289795,106.774353,-1576.518188,0,0,0,100,
147,エンチュウ,-1934.289795,108.544983,-1499.749512,0,0,0,100,
148,ハンキュウ,-1934.289673,67.619843,-1754.469482,0,0,0,100,
149,スモールリッポウタイ,-1934.289673,101.562744,-1615.580688,0,0,0,100,
150,エンチュウ,-1934.289673,106.774353,-1469.367676,0,0,0,100,
151,ビッグリッポウタイ,-1933.656982,109.554565,-1507.028564,0,0,0,100,
152,ハンキュウ,-1933.656738,70.250549,-1747.190430,0,0,0,100,
153,スモールリッポウタイ,-1933.656738,89.626396,-1677.746094,0,0,0,100,
154,スモールリッポウタイ,-1933.656738,103.329964,-1608.301636,0,0,0,100,
155,ビッグリッポウタイ,-1933.656738,109.554558,-1538.857300,0,0,0,100,
156,スモールリッポウタイ,-1932.933472,95.007553,-1661.831665,0,0,0,100,
157,ビッグリッポウタイ,-1932.933472,110.645126,-1514.262451,0,0,0,100,
158,ハンキュウ,-1928.525391,87.194435,-1703.098145,0,0,0,100,
159,キュウ,-1928.095947,64.174438,-1266.685669,0,0,0,100,
160,スモールリッポウタイ,-1928.095947,89.108353,-1696.870361,0,0,0,100,
161,エンチュウ,-1928.095947,104.964767,-1418.459717,0,0,0,100,
162,キュウ,-1927.078735,70.578903,-1285.538818,0,0,0,100,
163,スモールリッポウタイ,-1927.078735,102.526169,-1647.296143,0,0,0,100,
164,ハンキュウ,-1927.078491,70.579147,-1760.346924,0,0,0,100,
165,キュウ,-1925.744873,61.403805,-1252.489258,0,0,0,100,
166,キュウ,-1925.744873,73.244736,-1291.416260,0,0,0,100,
167,ハンキュウ,-1925.744873,84.071945,-1723.951904,0,0,0,100,
168,ビッグリッポウタイ,-1925.744873,116.447403,-1546.136353,0,0,0,100,
169,スモールリッポウタイ,-1925.699707,112.019386,-1600.344482,0,0,0,100,
170,エンチュウ,-1925.699707,112.019386,-1445.541504,0,0,0,100,
171,キュウ,-1924.252930,76.000977,-1297.248535,0,0,0,100,
172,ビッグリッポウタイ,-1924.252930,115.131714,-1592.387451,0,0,0,100,
173,キュウ,-1922.715698,68.857666,-1270.438232,0,0,0,100,
174,スモールリッポウタイ,-1922.715698,108.113174,-1636.558594,0,0,0,100,
175,エンチュウ,-1921.901978,119.055473,-1483.518921,0,0,0,100,
176,ハンキュウ,-1921.901855,92.821075,-1701.255859,0,0,0,100,
177,スモールリッポウタイ,-1921.901855,109.614212,-1631.811523,0,0,0,100,
178,スモールリッポウタイ,-1920.093384,95.341934,-1696.870361,0,0,0,100,
179,エンバン,-1920.093384,108.426407,-1397.572388,0,0,0,100,
180,エンチュウ,-1920.093384,119.766220,-1467.016724,0,0,0,100,
181,エンチュウ,-1918.465820,121.832664,-1476.646851,0,0,0,100,
182,ハンエン,-1918.420654,60.667572,-1808.044800,0,0,0,100,
183,ハンキュウ,-1918.420654,81.177948,-1747.145264,0,0,0,100,
184,キュウ,-1918.420654,81.177948,-1298.740479,0,0,0,100,
185,ハンキュウ,-1918.420654,84.808212,-1738.600342,0,0,0,100,
186,スモールリッポウタイ,-1918.420654,116.986801,-1608.256348,0,0,0,100,
187,エンチュウ,-1918.420654,116.986801,-1437.629517,0,0,0,100,
188,キュウ,-1917.923340,76.152023,-1284.046753,0,0,0,100,
189,ハンキュウ,-1917.923340,90.049995,-1724.404053,0,0,0,100,
190,スモールリッポウタイ,-1917.923340,109.201012,-1654.959473,0,0,0,100,
191,エンチュウ,-1917.923340,114.553497,-1422.935791,0,0,0,100,
192,スモールリッポウタイ,-1917.923340,114.553505,-1622.950195,0,0,0,100,
193,キュウ,-1917.923218,66.415230,-1252.037109,0,0,0,100,
194,スモールリッポウタイ,-1917.923218,98.167465,-1692.394531,0,0,0,100,
195,エンチュウ,-1917.923218,121.385857,-1460.370605,0,0,0,100,
196,キュウ,-1916.340942,73.054207,-1270.438232,0,0,0,100,
197,スモールリッポウタイ,-1916.340942,112.587128,-1642.933472,0,0,0,100,
198,エンチュウ,-1916.340942,113.653091,-1409.327148,0,0,0,100,
199,ハンキュウ,-1916.340820,73.054527,-1775.447388,0,0,0,100,
200,ハンキュウ,-1916.340820,95.949020,-1706.003052,0,0,0,100,
201,スモールリッポウタイ,-1916.340820,113.653091,-1636.558716,0,0,0,100,
202,キュウ,-1915.572388,79.074936,-1288.567871,0,0,0,100,
203,エンチュウ,-1915.572388,125.689041,-1496.901245,0,0,0,100,
204,ハンキュウ,-1915.572266,90.138596,-1731.276123,0,0,0,100,
205,エンバン,-1915.572266,90.138596,-1314.609619,0,0,0,100,
206,ビッグリッポウタイ,-1915.572266,123.159561,-1592.387451,0,0,0,100,
207,ハンキュウ,-1913.436035,71.260635,-1787.631836,0,0,0,100,
208,ハンキュウ,-1913.436035,75.850281,-1772.542725,0,0,0,100,
209,エンバン,-1913.436035,95.121872,-1327.698242,0,0,0,100,
210,エンバン,-1913.436035,98.948418,-1342.787598,0,0,0,100,
211,ハンキュウ,-1913.436035,98.948425,-1703.098145,0,0,0,100,
212,エンチュウ,-1913.436035,125.897964,-1466.587158,0,0,0,100,
213,エンチュウ,-1913.436035,126.777344,-1481.676514,0,0,0,100,
214,ビッグリッポウタイ,-1913.436035,126.777351,-1564.209473,0,0,0,100,
215,ハンエン,-1912.543213,61.257355,-1815.256104,0,0,0,100,
216,エンバン,-1912.543213,107.732086,-1369.518433,0,0,0,100,
217,キュウ,-1911.593750,74.487732,-1264.877197,0,0,0,100,
218,エンバン,-1911.593750,98.236671,-1334.321655,0,0,0,100,
219,エンチュウ,-1911.593750,116.848679,-1403.766113,0,0,0,100,
220,ビッグリッポウタイ,-1911.593750,127.987808,-1572.675293,0,0,0,100,
221,キュウ,-1911.051270,58.075493,-1221.474365,0,0,0,100,
222,エンバン,-1911.051270,105.882309,-1360.363281,0,0,0,100,
223,スモールリッポウタイ,-1911.051270,122.058014,-1616.078003,0,0,0,100,
224,エンチュウ,-1911.051270,130.137238,-1499.252197,0,0,0,100,
225,キュウ,-1911.051147,65.723709,-1238.292969,0,0,0,100,
226,ハンキュウ,-1911.051147,90.740814,-1738.148193,0,0,0,100,
227,スモールリッポウタイ,-1911.051147,105.882309,-1685.522461,0,0,0,100,
228,エンバン,-1911.051147,111.662277,-1377.181885,0,0,0,100,
229,ビッグリッポウタイ,-1911.051147,125.808342,-1599.259521,0,0,0,100,
230,エンチュウ,-1910.237427,119.977867,-1415.430664,0,0,0,100,
231,ハンキュウ,-1910.237305,78.928879,-1769.343994,0,0,0,100,
232,エンバン,-1910.237305,115.850090,-1390.745361,0,0,0,100,
233,スモールリッポウタイ,-1910.237305,119.977859,-1630.455200,0,0,0,100,
234,スモールリッポウタイ,-1907.208252,119.624100,-1648.313477,0,0,0,100,
235,ハンキュウ,-1906.891724,96.900436,-1731.276123,0,0,0,100,
236,エンバン,-1906.891724,96.900436,-1314.609619,0,0,0,100,
237,エンバン,-1906.891724,117.638687,-1384.053955,0,0,0,100,
238,ハンエン,-1906.575317,62.009457,-1822.241211,0,0,0,100,
239,ハンエン,-1906.575317,65.648521,-1814.238770,0,0,0,100,
240,ハンキュウ,-1906.575317,88.004089,-1752.796631,0,0,0,100,
241,キュウ,-1906.575317,88.004089,-1293.088989,0,0,0,100,
242,ビッグリッポウタイ,-1906.575317,135.146530,-1509.424805,0,0,0,100,
243,ビッグリッポウタイ,-1906.575317,135.146545,-1536.461182,0,0,0,100,
244,キュウ,-1903.546143,59.520950,-1213.788574,0,0,0,100,
245,エンバン,-1903.546143,109.763077,-1352.677490,0,0,0,100,
246,スモールリッポウタイ,-1903.546143,127.284889,-1623.763916,0,0,0,100,
247,エンチュウ,-1903.546143,136.626617,-1491.566406,0,0,0,100,
248,ビッグリッポウタイ,-1903.546143,136.626633,-1554.319580,0,0,0,100,
249,エンバン,-1903.546021,96.663826,-1307.918335,0,0,0,100,
250,スモールリッポウタイ,-1903.546021,109.763092,-1693.208374,0,0,0,100,
251,エンバン,-1903.546021,118.246597,-1377.362793,0,0,0,100,
252,キュウ,-1902.732178,81.531448,-1268.855835,0,0,0,100,
253,ハンキュウ,-1902.732178,81.531570,-1777.029907,0,0,0,100,
254,エンバン,-1902.732178,101.883224,-1321.481689,0,0,0,100,
255,ハンキュウ,-1902.732178,106.148346,-1707.585449,0,0,0,100,
256,スモールリッポウタイ,-1902.732178,125.214828,-1638.141113,0,0,0,100,
257,エンチュウ,-1902.732178,125.214836,-1407.744873,0,0,0,100,
258,ビッグリッポウタイ,-1902.732178,135.434601,-1585.515137,0,0,0,100,
259,ビッグリッポウタイ,-1902.732178,136.414764,-1568.696777,0,0,0,100,
260,エンチュウ,-1902.732178,136.414764,-1477.189209,0,0,0,100,
261,エンバン,-1902.189819,114.950485,-1364.341919,0,0,0,100,
262,スモールリッポウタイ,-1902.189819,131.140274,-1612.099487,0,0,0,100,
263,エンチュウ,-1902.189819,131.140274,-1433.786621,0,0,0,100,
264,ビッグリッポウタイ,-1902.189819,138.807083,-1503.230957,0,0,0,100,
265,ビッグリッポウタイ,-1902.189819,138.807098,-1542.655151,0,0,0,100,
266,ハンキュウ,-1901.240356,104.988800,-1716.740845,0,0,0,100,
267,ビッグリッポウタイ,-1901.240356,137.260986,-1577.851807,0,0,0,100,
268,エンチュウ,-1901.240356,137.260986,-1468.033936,0,0,0,100,
269,ハンキュウ,-1900.347412,96.437599,-1744.364502,0,0,0,100,
270,エンバン,-1900.347412,113.642143,-1355.876221,0,0,0,100,
271,スモールリッポウタイ,-1900.347412,130.956329,-1620.565186,0,0,0,100,
272,キュウ,-1898.211182,103.662285,-1314.609619,0,0,0,100,
273,ビッグリッポウタイ,-1898.211182,125.182396,-1661.831787,0,0,0,100,
274,キュウ,-1898.211182,125.182396,-1384.053955,0,0,0,100,
275,ビッグリッポウタイ,-1898.211182,129.536972,-1635.790039,0,0,0,100,
276,エンチュウ,-1898.211182,139.215256,-1592.387451,0,0,0,100,
277,エンバン,-1898.211182,140.732956,-1479.540161,0,0,0,100,
278,リッポウタイ,-1897.442749,69.213402,-1226.266846,0,0,0,100,
279,ビッグリッポウタイ,-1897.442749,135.711975,-1611.285767,0,0,0,100,
280,エンバン,-1897.442749,142.857819,-1497.669922,0,0,0,100,
281,エンチュウ,-1897.442749,143.349945,-1504.044800,0,0,0,100,
282,エンバン,-1895.860229,132.719330,-1414.616943,0,0,0,100,
283,エンチュウ,-1895.860229,145.771667,-1529.815186,0,0,0,100,
284,リッポウタイ,-1895.860107,75.723984,-1238.292969,0,0,0,100,
285,キュウ,-1895.860107,102.574051,-1307.737549,0,0,0,100,
286,エンバン,-1895.860107,139.857071,-1446.626465,0,0,0,100,
287,キュウ,-1895.362793,130.311249,-1399.923218,0,0,0,100,
288,ハンキュウ,-1895.317749,68.680038,-1823.868896,0,0,0,100,
289,リッポウタイ,-1893.690186,64.631729,-1210.759521,0,0,0,100,
290,ハンキュウ,-1893.690186,64.632095,-1835.126465,0,0,0,100,
291,スモールリッポウタイ,-1893.690186,101.440979,-1744.794189,0,0,0,100,
292,キュウ,-1893.690186,117.287323,-1349.648315,0,0,0,100,
293,リッポウタイ,-1891.881714,67.816528,-1215.145020,0,0,0,100,
294,リッポウタイ,-1891.881714,72.504150,-1225.453125,0,0,0,100,
295,リッポウタイ,-1891.881714,95.838867,-1284.589355,0,0,0,100,
296,キュウ,-1891.881714,120.366081,-1354.033813,0,0,0,100,
297,エンバン,-1891.881714,140.673340,-1433.786621,0,0,0,100,
298,エンチュウ,-1891.881714,147.739410,-1552.963257,0,0,0,100,
299,エンチュウ,-1891.881714,148.535156,-1503.230957,0,0,0,100,
300,ハンキュウ,-1891.067993,70.511353,-1825.993896,0,0,0,100,
301,ビッグリッポウタイ,-1891.067993,140.185928,-1617.660522,0,0,0,100,
302,キュウ,-1889.530640,110.424133,-1314.609619,0,0,0,100,
303,ビッグリッポウタイ,-1889.530640,132.726105,-1661.831787,0,0,0,100,
304,エンバン,-1889.530518,135.629150,-1401.415283,0,0,0,100,
305,島民の霊,-1888.083740,57.177643,-1183.677856,0,0,0,100,
306,ハンキュウ,-1888.083740,57.177914,-1862.207886,0,0,0,100,
307,キュウ,-1888.083740,113.569016,-1322.566772,0,0,0,100,
308,エンチュウ,-1888.083740,149.044830,-1584.430054,0,0,0,100,
309,エンバン,-1888.083740,149.044830,-1461.455566,0,0,0,100,
310,島民の霊,-1888.038574,62.965420,-1198.914062,0,0,0,100,
311,リッポウタイ,-1888.038574,80.667343,-1237.840820,0,0,0,100,
312,ハンキュウ,-1888.038574,80.667618,-1808.044800,0,0,0,100,
313,スモールリッポウタイ,-1888.038574,108.474670,-1738.600342,0,0,0,100,
314,キュウ,-1888.038574,118.127754,-1337.802979,0,0,0,100,
315,キュウ,-1888.038574,131.505585,-1376.729736,0,0,0,100,
316,エンチュウ,-1888.038574,150.113159,-1569.194092,0,0,0,100,
317,エンチュウ,-1888.038574,153.118149,-1515.618774,0,0,0,100,
318,リッポウタイ,-1886.704956,66.516190,-1204.791626,0,0,0,100,
319,ビッグリッポウタイ,-1886.704956,130.186417,-1676.367310,0,0,0,100,
320,ビッグリッポウタイ,-1886.704956,140.853500,-1632.760986,0,0,0,100,
321,エンバン,-1886.704956,140.853516,-1413.125122,0,0,0,100,
322,エンバン,-1886.704956,146.615112,-1438.963135,0,0,0,100,
323,エンチュウ,-1886.704956,151.825546,-1563.316650,0,0,0,100,
324,エンチュウ,-1886.704956,153.820160,-1537.478638,0,0,0,100,
325,ハンキュウ,-1885.687744,69.899963,-1835.126465,0,0,0,100,
326,スモールリッポウタイ,-1885.687744,98.800575,-1765.681763,0,0,0,100,
327,ビッグリッポウタイ,-1885.687744,124.241684,-1696.237427,0,0,0,100,
328,ビッグリッポウタイ,-1885.687744,128.669891,-1683.352295,0,0,0,100,
329,エンバン,-1885.687744,145.998291,-1431.978027,0,0,0,100,
330,ハンキュウ,-1885.258057,73.014801,-1828.898682,0,0,0,100,
331,キュウ,-1885.258057,126.755234,-1355.876221,0,0,0,100,
332,ビッグリッポウタイ,-1885.258057,144.910995,-1620.565186,0,0,0,100,
333,エンバン,-1885.258057,144.910995,-1425.320679,0,0,0,100,
334,エンチュウ,-1885.258057,154.132355,-1551.120850,0,0,0,100,
335,島民の霊,-1880.849976,58.427589,-1175.720703,0,0,0,100,
336,ハンキュウ,-1880.849976,61.098175,-1861.484619,0,0,0,100,
337,ハンキュウ,-1880.849976,88.730438,-1800.720459,0,0,0,100,
338,キュウ,-1880.849976,117.185982,-1314.609619,0,0,0,100,
339,ビッグリッポウタイ,-1880.849976,140.269821,-1661.831665,0,0,0,100,
340,キュウ,-1880.849976,140.269821,-1384.054077,0,0,0,100,
341,エンチュウ,-1880.849976,155.270966,-1592.387329,0,0,0,100,
342,エンバン,-1880.849976,155.270966,-1453.498535,0,0,0,100,
343,スモールリッポウタイ,-1880.126709,95.007500,-1784.806152,0,0,0,100,
344,キュウ,-1880.126709,114.368912,-1306.652466,0,0,0,100,
345,キュウ,-1880.126709,138.163849,-1376.096924,0,0,0,100,
346,エンバン,-1880.126709,154.165588,-1445.541382,0,0,0,100,
347,ハンキュウ,-1880.126587,85.588120,-1808.677734,0,0,0,100,
348,リッポウタイ,-1880.126587,95.007507,-1261.079346,0,0,0,100,
349,ビッグリッポウタイ,-1880.126587,138.163849,-1669.788818,0,0,0,100,
350,キュウ,-1880.126587,144.003387,-1399.968506,0,0,0,100,
351,ビッグリッポウタイ,-1880.126587,154.165588,-1600.344482,0,0,0,100,
352,エンチュウ,-1880.126587,160.536011,-1530.900146,0,0,0,100,
353,島民の霊,-1879.493652,68.590576,-1198.914062,0,0,0,100,
354,ハンキュウ,-1879.493652,82.406830,-1816.589722,0,0,0,100,
355,リッポウタイ,-1879.493652,98.593002,-1268.358398,0,0,0,100,
356,キュウ,-1879.493652,125.553589,-1337.802979,0,0,0,100,
357,スモールリッポウタイ,-1879.493652,125.553596,-1708.082764,0,0,0,100,
358,ハンキュウ,-1879.041626,72.239555,-1839.602417,0,0,0,100,
359,リッポウタイ,-1879.041626,79.147507,-1221.474365,0,0,0,100,
360,スモールリッポウタイ,-1879.041626,102.076042,-1770.157715,0,0,0,100,
361,スモールリッポウタイ,-1879.041626,108.529846,-1754.966797,0,0,0,100,
362,キュウ,-1879.041626,133.699738,-1360.363403,0,0,0,100,
363,エンバン,-1879.041626,148.273285,-1414.616943,0,0,0,100,
