ID,オプション1,オプション2,オプション3,Unnamed: 4,Unnamed: 5
67,"""...""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
68,"""Let’s try building a barricade first.
If that’s not enough, then we’ll move.
And when we do, I’ll carry Trapezoid Man on my back.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
69,"""...""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
70,"""Alright.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
71,Star Man and Trapezoid Man took turns sleeping and standing guard.,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
72,The next morning—,,,,
73,"""When are we building the barricade?""",res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
74,"Triangle Man asked, seeing sleep-deprived Star Man.",res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
75,"""Ahh... Alright, let’s do it.""",res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
76,Star Man pounded his chest with his fist to psych himself up.,res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
77,"""I only know what I’ve seen in zombie movies.
You block the door with desks and chairs, right?""",res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
78,A few hours later—,,,,
79,The entrance and windows were barricaded with rubble. ,,,,
