ID,オプション1,オプション2,オプション3,BackGround,BGM
32,"ホシマンの目の前に黒い渦が重低音とともに現れた。
そしてその黒い渦から、顔が動物の頭蓋骨の人？が出てきた。
頭蓋骨からは大きな角が生えていた。",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
33,新たなモンスター？の出現に、ホシマンは逃げたかったが体は動かせなかった。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
34,角の生えた人？は手を差し出した。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
35,「手短に」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
36,"「私と契約すれば、助かるし、絶大な力を手に入れることができる。
　ただし、１年後に死ぬ。どうだ？」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
37,（？）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
38,"「・・・。私と契約すれば、助かるし、絶大な力を手に入れることができる。
　ただし、１年後に死ぬ。どうだ」
その人は繰り返した。",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
39,幽霊が近づいてきていた。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
40,「あいつは・・・何だ・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
41,ホシマンは声を絞り出した。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
42,「昔この島に住んでいた人間の亡霊だ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
43,「契約・・・したら、こ・・・この火傷も治るのか・・・？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
44,「治る」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
45,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
46,「契約する」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
47,「契約成立だ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
48,角の生えた人は小瓶を二つ取り出した。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
49,「これはワードブレス。これを飲むと、死んでもここで生き返られる」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
50,「火傷は・・・？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
51,「飲んだだけでは治らない・・・。生き返ったときに治る」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
52,（一回死ぬ必要があるのか・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
53,"「安心しろ。正確には死ぬ一歩手前になったら、
　体が元通りになってここに戻される。本当に死んだときはダメ」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
54,「それと、生き返れるのはワードブレス１本で１回まで」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
55,「とりあえず・・・一本飲む・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
56,角の生えた人はうなずいた。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
57,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
58,「飲ませてあげようか？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
59,「たのむ・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
60,"角の生えた人はワードブレスを開け、ホシマンの口の中に注いだ。
ホシマンは最後の力を振り絞って液体を飲み込んだ。体の中に何かが宿ったのを感じた。",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
61,"「あと、これからお前は魔法が使えるようになる。
　炎、氷、そして闇の魔法だ。あの亡霊は闇の魔法でのみ攻撃できる」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
62,「このように」,,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
63,"角の生えた人は手のひらを亡霊の方に向けた。
黒い炎が亡霊の方に向かっていき、そして亡霊に直撃した。
黒い炎は砕けて飛び散った。亡霊は苦しむ姿を見せ、やがて消えた。",res\\image\\ghost00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
64,角の生えた人はホシマンの方を見て、少し静止した後、手のひらに氷の槍を作った。,,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
65,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
66,「苦しまずに生き返らせてあげようか・・・？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
67,（・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
68,（どうせもう助からない・・・。この苦しみが続くなら・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
69,ホシマンには返事をする体力も残っていなかった。小さくうなずいた。,,,res\\image\\talkKaigan2.png,
70,＜ドン！　ドン！＞,,,res\\image\\talkKaigan2.png,
71,氷の槍がホシマンの首と胸を貫いた。,,,res\\image\\talkKaigan2.png,
72,ホシマンは地面に倒れた。そして、目が開いたまま瞬きしなくなった。,,,res\\image\\talkKaigan2.png,
73,―,,,res\\image\\talkKaigan2.png,
74,ホシマンは目を覚ました。,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
75,"目の前には氷の槍が落ちていた。
氷の槍は自分の体を貫通していた部分だけなくなっていた。",res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
76,目の前には角の生えた人がいた。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
77,（夢じゃない・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
78,ホシマンは自分の体の状態を確認した。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
79,（一応、本当に全部治っている）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
80,「あ、ありがとう」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
81,「どうも」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
82,ホシマンの手にはもう一本未開封のワードブレスがあった。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
83,（・・・。これって今すぐ飲んだ方がいいのか？）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
84,「小瓶を飲んでから何か月も経って、それから死んでも効果はあるか？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
85,「ある。でも今飲むと生き返る場所がここになる」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
86,"「なるほど。飲む場所は慎重に選ぶ必要があるな・・・。
　これはほかの人に飲ませてもいいか？」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
87,「良いが、効果があるのは契約した人だけだ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
88,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
89,ホシマンはワードブレスを見つめる。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
90,（この最後の一本を大事にしないと・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
91,"「以前、島民に１０００個くらいあげた。
　使われてないワードブレスが、多少は残っているだろう」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
92,「ほう・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
93,「細かい話になるが・・・。１度に二本飲んでも１度しか効果はない」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
94,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
95,"「それと、頭が吹き飛んでも生き返れる。
　ただし、その場合、技術・記憶は復元されない。
　自分が誰かもわからないし、スマホの操作もできないし、言葉もわからない」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
96,「・・・なるほど」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
97,「以上だ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
98,角の生えた人は黒い渦を出現させ、帰ろうとする。,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
99,「・・・ありがとう」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
100,「どうも」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
101,「なぜ助けた？」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
102,"「契約が欲しいからだ。
　一年で死ぬ契約をしてくれる人はそうそういない。
　必然的に死にかけの人の前に現れることになる」",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
103,「なるほど」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
104,「・・・」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
105,「言っておくが、さっきの亡霊は私とグルではないからな」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
106,「あ、あぁ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
107,（確認しようがないけど・・・）,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
108,「・・・ではさらばだ」,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,res\\image\\talkKaigan2.png,
109,角の生えた人は黒い渦の中に帰って行った。,,,res\\image\\talkKaigan2.png,
110,ホシマンはドングリが生えていた森林の方へ歩いて行った。,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
111,（・・・あと１年の命か・・・）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
112,"肉体は全快したが、ホシマンは何もする気がなくなった。
倒木に座り、２７年の人生を思い返してみることにした。",res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
113,（私の人生、これで終わりか・・・）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
114,（・・・）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
115,（この１年の間でやりたいこと・・・）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
116,"ホシマンは、ダイケイマンたちを島から脱出させてあげたいと思った。
善意ではなく、消去法でそれくらいしかなかった。
脱出に向けて、炎や氷の魔法を確かめてみることにした。",res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
117,（どうやって出すんだ・・・？）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
118,手から炎が出る様をイメージすると手から炎が出た。,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
119,（え・・・うわ・・・うわっ）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
120,「はぁっ・・・はぁっ・・・はぁっ・・・はぁっ・・・」,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
121,"魔法を使うと全力で走るのと同じくらい疲れるのをホシマンは感じた。
しかも、手から出た炎はろうそくの炎くらいの弱さだった。",res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
122,（これだけ体力を使って、この程度なら殴ったほうが早い・・・）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
123,体力・筋力と連動していて、使うほど疲れ、使うほど強くなっていくような感覚があった。,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
124,（他のも試してみよう・・・）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
125,"氷をイメージすると、手から小さい氷が出た。
闇の炎をイメージすると黒い炎がでた。",res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
126,（見たことのない見た目だ。ひとまずどういうものかは分かった）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
127,ホシマンはドングリ集めを再開することにした。,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
128,"（相変わらず立方体のモンスターばかりだ。
　今までは立って歩くだけで精いっぱいだったが今は体力が全快している。
　一度ここで戦ってみるのもありか？　これから戦わないといけない状況があるかもしれない）",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png,
129,ホシマンはゆっくりと近づき、石を投げてみた。,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png,
130,"モンスターは石がぶつかっても反応しなかった。
モンスターは数百キログラムのゼリー状の物体であり、
小石を投げた程度ではダメージがなさそうだった。",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png,
131,（重い石をぶつけてみたいが跳ね返ってきそうで怖いな・・・）,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png,
132,ホシマンは少し考えて、攻略法を思いついた。,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png,
133,"ホシマンはモンスターを段差に誘導した。
段差は２メートルありモンスターはジャンプするだけになった。",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png,
134,まっすぐにしか向かってこないので高いところにいれば近くから一方的に攻撃できた。,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png,
135,ホシマンが段差を利用し岩を落とし続けるとモンスターの体は徐々に破壊され崩れていった。,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png,
136,やがてモンスターは動かなくなった。,res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png,
137,（・・・）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
138,"ホシマンはモンスターの元へ行き調べてみた。
ゼラチンのような触感で、つつくとブルンと揺れた。",res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
139,（自然のものではない匂いがする。触ると危険な雰囲気だ・・・）,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
140,一部を葉っぱでくるんで持って帰ってみることにした。,res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png,
