ID,オプション1,オプション2,オプション3,background,BGM
39,（・・・！）,res\\image\\hoshiman00.png,res\\image\\vsco00.png,res\\image\\talkPrecision.png,
40,"ホシマンは自分が人に刃物を向けていることにハッとして
すぐにナイフを子供たちのほうに投げた。",res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,
41,「持ってて！」,res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,res\\image\\talkPrecision.png,
42,子供たちは急いでナイフを拾った。,res\\image\\shikakuman00.png,res\\image\\sankakuman00.png,res\\image\\talkPrecision.png,
43,廃墟の入り口にいた実験体が叫んだ。,res\\image\\vim00.png,,res\\image\\talkPrecision.png,
44,「待って！」,res\\image\\vim00.png,,res\\image\\talkPrecision.png,
45,（・・・）,res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,
46,ホシマンは一歩下がった。,res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,
47,入り口にいた実験体は歩いてきて実験体を抱き寄せた。,res\\image\\vim00.png,res\\image\\vsco00.png,res\\image\\talkPrecision.png,
48,「もういいでしょ？　帰ろう」,res\\image\\vim00.png,res\\image\\vsco00.png,res\\image\\talkPrecision.png,
49,「・・・」,res\\image\\vim00.png,res\\image\\vsco00.png,res\\image\\talkPrecision.png,
50,実験体二人は肩を寄せ合い立ち去ろうとした。,res\\image\\vim00.png,res\\image\\vsco00.png,res\\image\\talkPrecision.png,
51,「まて、どういうことか説明してくれ」,res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,
52,「・・・」,res\\image\\vim00.png,res\\image\\vsco00.png,res\\image\\talkPrecision.png,
53,"「僕は人を襲うようにデザインされていないけど、
　この子は人を襲うようにデザインされてる」",res\\image\\vim00.png,res\\image\\vsco00.png,res\\image\\talkPrecision.png,
54,"「な・・・それじゃ、待て、このまま返すわけには・・・。
　こっちはケガ人もいるし、子供もいる。居場所もバレてる」",res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,
55,実験体は目をそらして俯いた。,res\\image\\vim00.png,res\\image\\vsco00.png,res\\image\\talkPrecision.png,
56,「・・・」,res\\image\\vim00.png,res\\image\\vsco00.png,res\\image\\talkPrecision.png,
57,実験体はもう片方の実験体を担ぎ、走って逃げた。,res\\image\\vim00.png,res\\image\\vsco00.png,res\\image\\talkPrecision.png,
58,「・・・」,res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,
59,「あの・・・そっちで何が起きてるんだ・・・？」,res\\image\\daikeiman00.png,,res\\image\\talkPrecision.png,
60,"ダイケイマンがつぶやいた。
ダイケイマンからは何が起きているか見えなかった。",res\\image\\daikeiman00.png,,res\\image\\talkPrecision.png,
61,「・・・」,res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,
62,「無理だ。手が震えて・・・とどめを刺すなんて。」,res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,
63,「・・・」,res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,
64,「引っ越したほうがいいかもしれない」,res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,
65,「俺はおいて行っていいよ。気にするな」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkPrecision.png,
66,ダイケイマンは両足を骨折していてまだ歩けなかった。,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkPrecision.png,
67,「・・・」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkPrecision.png,
68,"「しばらくは自分が廃墟の周りにいるようにする」
",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkPrecision.png,
69,"「それでもダメそうなら引っ越そう。
　そのときはダイケイマンをおんぶしていくよ」",,,res\\image\\talkPrecision.png,
70,「・・・」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkPrecision.png,
71,「わかった。」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkPrecision.png,
