ID,オプション1,オプション2,オプション3,,
93,"「だ～か～ら～、僕はシカクマンが食べてる最中も
　『いますぐやめなさ～い』って言ったんですよぉ～（笑）
　力づくで止めても食べ続けたんですよ～（笑）」",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
94,"「多分、この子、知的障碍者だったんですよ（笑）
　だってほら、この人も障碍者だし（笑）」",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
95,ネスはホシマンの方を指さした。,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
96,「知らないんですか～（笑）この人、両親も障碍者なんですよ～（笑）」,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
97,「ホシマン！　やめろ！」,res\\image\\daikeiman00.png,res\\image\\hoshiman00.png,,
98,ダイケイマンの声でホシマンは振り上げた拳をおろした。,res\\image\\daikeiman00.png,res\\image\\hoshiman00.png,,
99,"ネスは全身が震えていた。
言動とは対照的に恐怖で震えてしまっているらしかった。",res\\image\\daikeiman00.png,res\\image\\nes00.png,,
100,"「信じてくださいよぉ～（笑）
　『猛毒ってみんな言ってるけど、どうせ嘘だーい、
　ガインに皆のこと話しちゃおー』って言って食べたんですよぉ～（笑）」",res\\image\\daikeiman00.png,res\\image\\nes00.png,,
101,「・・・」,res\\image\\daikeiman00.png,res\\image\\nes00.png,,
102,"「『ガインに居場所をバラされたくなかったら赤い実を食え』って脅して
　シカクマンに食べさせたな？」",res\\image\\daikeiman00.png,res\\image\\nes00.png,,
103,ダイケイマンは言った。,res\\image\\daikeiman00.png,res\\image\\nes00.png,,
104,"「え～違いますよ違いますよ、違いますよぉ～（笑）
　『もうわかったからやめて、もうこれ以上食べないで』って
　言ったんですよぉ～（笑）」",res\\image\\daikeiman00.png,res\\image\\nes00.png,,
105,「・・・」,res\\image\\daikeiman00.png,res\\image\\nes00.png,,
106,"「つまり、『１個食べないとバラす』『やっぱり２個食べないとバラす』
　『やっぱり３個食べないとバラす』と条件を変更し続けて食べさせ続けたのか？」",res\\image\\daikeiman00.png,res\\image\\nes00.png,,
107,"「ちょっと～（笑）想像で話すのやめてくださ～い（笑）
　僕がそんな酷いことするわけないじゃないですか～（笑）
　『あいつらあの辺にいるからやっちゃってくださーい』って言ってましたよ（笑）」",res\\image\\daikeiman00.png,res\\image\\nes00.png,,
108,"「そして、シカクマンが命と引き換えに、
　ガインに居場所を話さないよう懇願したのに、ガインに教えに行ったわけだ」",res\\image\\daikeiman00.png,res\\image\\nes00.png,,
109,「違いますって（笑）あの子の頼みを聞いたんじゃないですか～（笑）」,res\\image\\daikeiman00.png,res\\image\\nes00.png,,
110,「・・・」,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
111,ホシマンは立ち上がった。,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
112,「・・・」,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
113,「もういい。どっか行け」,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
114,ホシマンがそういうとネスは立ち上がった。,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
115,「あーひどいひどい」,res\\image\\hoshiman00.png,res\\image\\nes00.png,,
116,ネスは手と膝を震わせながら、シカクマンに手を振った。,,res\\image\\nes00.png,,
117,「じゃあね～天国で好きなだけソテツ食べるんだよ～（笑）」,,res\\image\\nes00.png,,
118,「・・・」,res\\image\\hoshiman00.png,,,
119,「わーいわーい、人が死んだ～、人が死んだ～」,,res\\image\\nes00.png,,
120,ネスはスキップしながら森の中に消えた。,,res\\image\\nes00.png,,
121,＜ガン＞,,,,
122,ダイケイマンはこぶしを地面にたたきつけた。,res\\image\\daikeiman00.png,,,
123,「僕の言うとおりだったじゃん！,res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,,
124,　ガインを殺してればシカクマンが死ななくて済んだんじゃん！」,res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,,
125,サンカクマンは言った。,res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,,
126,「・・・」,res\\image\\daikeiman00.png,res\\image\\hoshiman00.png,,
127,「・・・」,res\\image\\daikeiman00.png,res\\image\\hoshiman00.png,,
128,―――,,,,
129,"３人は赤い液体が染み込んだ土を崖の方に持っていった。
石を土の上に立たせてシカクマンの墓とした。",,,,
130,一週間くらいは皆何も話さず静かにイカダづくりをしていた。,,,,
