ID,アイテム名,SubID,耐久度,,,,,
55,細い木の幹,24,999,,,,,
55,細い木の幹,25,999,,,,,
55,細い木の幹,26,999,,,,,
55,細い木の幹,27,999,,,,,
55,細い木の幹,28,999,,,,,
55,細い木の幹,29,999,,,,,
55,細い木の幹,30,999,,,,,
55,細い木の幹,31,999,,,,,
55,細い木の幹,32,999,,,,,
55,細い木の幹,33,999,,,,,
55,細い木の幹,34,999,,,,,
55,細い木の幹,35,999,,,,,
55,細い木の幹,36,999,,,,,
55,細い木の幹,37,999,,,,,
55,細い木の幹,38,999,,,,,
55,細い木の幹,39,999,,,,,
55,細い木の幹,40,999,,,,,
55,細い木の幹,41,999,,,,,
55,細い木の幹,42,999,,,,,
55,細い木の幹,43,999,,,,,
55,細い木の幹,44,999,,,,,
55,細い木の幹,45,999,,,,,
55,細い木の幹,46,999,,,,,
55,細い木の幹,47,999,,,,,
55,細い木の幹,48,999,,,,,
55,細い木の幹,49,999,,,,,
55,細い木の幹,50,999,,,,,
55,細い木の幹,51,999,,,,,
55,細い木の幹,52,999,,,,,
55,細い木の幹,53,999,,,,,
55,細い木の幹,54,999,,,,,
55,細い木の幹,55,999,,,,,
55,細い木の幹,56,999,,,,,
55,細い木の幹,57,999,,,,,
55,細い木の幹,58,999,,,,,
55,細い木の幹,59,999,,,,,
55,細い木の幹,60,999,,,,,
55,細い木の幹,61,999,,,,,
55,細い木の幹,62,999,,,,,
55,細い木の幹,63,999,,,,,
55,細い木の幹,64,999,,,,,
55,細い木の幹,65,999,,,,,
55,細い木の幹,66,999,,,,,
55,細い木の幹,67,999,,,,,
55,細い木の幹,68,999,,,,,
55,細い木の幹,69,999,,,,,
55,細い木の幹,70,999,,,,,
55,細い木の幹,71,999,,,,,
55,細い木の幹,72,999,,,,,
55,細い木の幹,73,999,,,,,
55,細い木の幹,74,999,,,,,
55,細い木の幹,75,999,,,,,
55,細い木の幹,76,999,,,,,
55,細い木の幹,77,999,,,,,
55,細い木の幹,78,999,,,,,
55,細い木の幹,79,999,,,,,
55,細い木の幹,80,999,,,,,
55,細い木の幹,81,999,,,,,
55,細い木の幹,82,999,,,,,
55,細い木の幹,83,999,,,,,
55,細い木の幹,84,999,,,,,
55,細い木の幹,85,999,,,,,
55,細い木の幹,86,999,,,,,
55,細い木の幹,87,999,,,,,
55,細い木の幹,88,999,,,,,
55,細い木の幹,89,999,,,,,
55,細い木の幹,90,999,,,,,
55,細い木の幹,91,999,,,,,
55,細い木の幹,92,999,,,,,
55,細い木の幹,93,999,,,,,
55,細い木の幹,94,999,,,,,
55,細い木の幹,95,999,,,,,
55,細い木の幹,96,999,,,,,
55,細い木の幹,97,999,,,,,
55,細い木の幹,98,999,,,,,
55,細い木の幹,99,999,,,,,
55,細い木の幹,100,999,,,,,
55,細い木の幹,101,999,,,,,
55,細い木の幹,102,999,,,,,
55,細い木の幹,103,999,,,,,
55,細い木の幹,104,999,,,,,
55,細い木の幹,105,999,,,,,
55,細い木の幹,106,999,,,,,
55,細い木の幹,107,999,,,,,
55,細い木の幹,108,999,,,,,
55,細い木の幹,109,999,,,,,
55,細い木の幹,110,999,,,,,
55,細い木の幹,111,999,,,,,
55,細い木の幹,112,999,,,,,
55,細い木の幹,113,999,,,,,
55,細い木の幹,114,999,,,,,
55,細い木の幹,115,999,,,,,
55,細い木の幹,116,999,,,,,
55,細い木の幹,117,999,,,,,
55,細い木の幹,118,999,,,,,
55,細い木の幹,119,999,,,,,
55,細い木の幹,120,999,,,,,
55,細い木の幹,121,999,,,,,
55,細い木の幹,122,999,,,,,
55,細い木の幹,123,999,,,,,
55,細い木の幹,124,999,,,,,
55,細い木の幹,125,999,,,,,
55,細い木の幹,126,999,,,,,
55,細い木の幹,127,999,,,,,
55,細い木の幹,128,999,,,,,
55,細い木の幹,129,999,,,,,
55,細い木の幹,130,999,,,,,
55,細い木の幹,131,999,,,,,
55,細い木の幹,132,999,,,,,
55,細い木の幹,133,999,,,,,
55,細い木の幹,134,999,,,,,
55,細い木の幹,135,999,,,,,
55,細い木の幹,136,999,,,,,
55,細い木の幹,137,999,,,,,
55,細い木の幹,138,999,,,,,
55,細い木の幹,139,999,,,,,
55,細い木の幹,140,999,,,,,
55,細い木の幹,141,999,,,,,
55,細い木の幹,142,999,,,,,
55,細い木の幹,143,999,,,,,
55,細い木の幹,144,999,,,,,
55,細い木の幹,145,999,,,,,
55,細い木の幹,146,999,,,,,
55,細い木の幹,147,999,,,,,
55,細い木の幹,148,999,,,,,
55,細い木の幹,149,999,,,,,
55,細い木の幹,150,999,,,,,
55,細い木の幹,151,999,,,,,
55,細い木の幹,152,999,,,,,
55,細い木の幹,153,999,,,,,
55,細い木の幹,154,999,,,,,
55,細い木の幹,155,999,,,,,
55,細い木の幹,156,999,,,,,
55,細い木の幹,157,999,,,,,
55,細い木の幹,158,999,,,,,
55,細い木の幹,159,999,,,,,
55,細い木の幹,160,999,,,,,
55,細い木の幹,161,999,,,,,
55,細い木の幹,162,999,,,,,
55,細い木の幹,163,999,,,,,
55,細い木の幹,164,999,,,,,
55,細い木の幹,165,999,,,,,
55,細い木の幹,166,999,,,,,
55,細い木の幹,167,999,,,,,
55,細い木の幹,168,999,,,,,
55,細い木の幹,169,999,,,,,
55,細い木の幹,170,999,,,,,
55,細い木の幹,171,999,,,,,
55,細い木の幹,172,999,,,,,
55,細い木の幹,173,999,,,,,
55,細い木の幹,174,999,,,,,
55,細い木の幹,175,999,,,,,
55,細い木の幹,176,999,,,,,
55,細い木の幹,177,999,,,,,
55,細い木の幹,178,999,,,,,
55,細い木の幹,179,999,,,,,
55,細い木の幹,180,999,,,,,
55,細い木の幹,181,999,,,,,
55,細い木の幹,182,999,,,,,
55,細い木の幹,183,999,,,,,
55,細い木の幹,184,999,,,,,
55,細い木の幹,185,999,,,,,
55,細い木の幹,186,999,,,,,
55,細い木の幹,187,999,,,,,
55,細い木の幹,188,999,,,,,
55,細い木の幹,189,999,,,,,
55,細い木の幹,190,999,,,,,
55,細い木の幹,191,999,,,,,
55,細い木の幹,192,999,,,,,
55,細い木の幹,193,999,,,,,
55,細い木の幹,194,999,,,,,
55,細い木の幹,195,999,,,,,
55,細い木の幹,196,999,,,,,
55,細い木の幹,197,999,,,,,
55,細い木の幹,198,999,,,,,
55,細い木の幹,199,999,,,,,
55,細い木の幹,200,999,,,,,
55,細い木の幹,201,999,,,,,
55,細い木の幹,202,999,,,,,
55,細い木の幹,203,999,,,,,
55,細い木の幹,204,999,,,,,
55,細い木の幹,205,999,,,,,
55,細い木の幹,206,999,,,,,
55,細い木の幹,207,999,,,,,
55,細い木の幹,208,999,,,,,
55,細い木の幹,209,999,,,,,
55,細い木の幹,210,999,,,,,
55,細い木の幹,211,999,,,,,
55,細い木の幹,212,999,,,,,
55,細い木の幹,213,999,,,,,
55,細い木の幹,214,999,,,,,
55,細い木の幹,215,999,,,,,
55,細い木の幹,216,999,,,,,
55,細い木の幹,217,999,,,,,
55,細い木の幹,218,999,,,,,
55,細い木の幹,219,999,,,,,
55,細い木の幹,220,999,,,,,
56,ツタ,11,999,,,,,
56,ツタ,12,999,,,,,
56,ツタ,13,999,,,,,
56,ツタ,14,999,,,,,
56,ツタ,15,999,,,,,
56,ツタ,16,999,,,,,
56,ツタ,17,999,,,,,
56,ツタ,18,999,,,,,
56,ツタ,19,999,,,,,
56,ツタ,20,999,,,,,
56,ツタ,21,999,,,,,
56,ツタ,22,999,,,,,
56,ツタ,23,999,,,,,
56,ツタ,24,999,,,,,
56,ツタ,25,999,,,,,
56,ツタ,26,999,,,,,
56,ツタ,27,999,,,,,
56,ツタ,28,999,,,,,
56,ツタ,29,999,,,,,
56,ツタ,30,999,,,,,
56,ツタ,31,999,,,,,
56,ツタ,32,999,,,,,
56,ツタ,33,999,,,,,
56,ツタ,34,999,,,,,
56,ツタ,35,999,,,,,
56,ツタ,36,999,,,,,
56,ツタ,37,999,,,,,
56,ツタ,38,999,,,,,
56,ツタ,39,999,,,,,
56,ツタ,40,999,,,,,
56,ツタ,41,999,,,,,
56,ツタ,42,999,,,,,
56,ツタ,43,999,,,,,
56,ツタ,44,999,,,,,
56,ツタ,45,999,,,,,
56,ツタ,46,999,,,,,
56,ツタ,47,999,,,,,
56,ツタ,48,999,,,,,
56,ツタ,49,999,,,,,
56,ツタ,50,999,,,,,
56,ツタ,51,999,,,,,
56,ツタ,52,999,,,,,
56,ツタ,53,999,,,,,
56,ツタ,54,999,,,,,
56,ツタ,55,999,,,,,
56,ツタ,56,999,,,,,
56,ツタ,57,999,,,,,
56,ツタ,58,999,,,,,
56,ツタ,59,999,,,,,
56,ツタ,60,999,,,,,
56,ツタ,61,999,,,,,
56,ツタ,62,999,,,,,
56,ツタ,63,999,,,,,
56,ツタ,64,999,,,,,
56,ツタ,65,999,,,,,
56,ツタ,66,999,,,,,
56,ツタ,67,999,,,,,
56,ツタ,68,999,,,,,
56,ツタ,69,999,,,,,
56,ツタ,70,999,,,,,
56,ツタ,71,999,,,,,
56,ツタ,72,999,,,,,
56,ツタ,73,999,,,,,
56,ツタ,74,999,,,,,
56,ツタ,75,999,,,,,
56,ツタ,76,999,,,,,
56,ツタ,77,999,,,,,
56,ツタ,78,999,,,,,
56,ツタ,79,999,,,,,
56,ツタ,80,999,,,,,
56,ツタ,81,999,,,,,
56,ツタ,82,999,,,,,
56,ツタ,83,999,,,,,
56,ツタ,84,999,,,,,
56,ツタ,85,999,,,,,
56,ツタ,86,999,,,,,
56,ツタ,87,999,,,,,
56,ツタ,88,999,,,,,
56,ツタ,89,999,,,,,
56,ツタ,90,999,,,,,
56,ツタ,91,999,,,,,
56,ツタ,92,999,,,,,
56,ツタ,93,999,,,,,
56,ツタ,94,999,,,,,
56,ツタ,95,999,,,,,
56,ツタ,96,999,,,,,
56,ツタ,97,999,,,,,
56,ツタ,98,999,,,,,
56,ツタ,99,999,,,,,
56,ツタ,100,999,,,,,
56,ツタ,101,999,,,,,
56,ツタ,102,999,,,,,
56,ツタ,103,999,,,,,
56,ツタ,104,999,,,,,
56,ツタ,105,999,,,,,
56,ツタ,106,999,,,,,
56,ツタ,107,999,,,,,
56,ツタ,108,999,,,,,
56,ツタ,109,999,,,,,
56,ツタ,110,999,,,,,
56,ツタ,111,999,,,,,
56,ツタ,112,999,,,,,
56,ツタ,113,999,,,,,
56,ツタ,114,999,,,,,
56,ツタ,115,999,,,,,
56,ツタ,116,999,,,,,
56,ツタ,117,999,,,,,
56,ツタ,118,999,,,,,
56,ツタ,119,999,,,,,
56,ツタ,120,999,,,,,
56,ツタ,121,999,,,,,
56,ツタ,122,999,,,,,
56,ツタ,123,999,,,,,
56,ツタ,124,999,,,,,
56,ツタ,125,999,,,,,
56,ツタ,126,999,,,,,
56,ツタ,127,999,,,,,
56,ツタ,128,999,,,,,
56,ツタ,129,999,,,,,
56,ツタ,130,999,,,,,
56,ツタ,131,999,,,,,
56,ツタ,132,999,,,,,
56,ツタ,133,999,,,,,
56,ツタ,134,999,,,,,
56,ツタ,135,999,,,,,
56,ツタ,136,999,,,,,
56,ツタ,137,999,,,,,
56,ツタ,138,999,,,,,
56,ツタ,139,999,,,,,
56,ツタ,140,999,,,,,
56,ツタ,141,999,,,,,
56,ツタ,142,999,,,,,
56,ツタ,143,999,,,,,
56,ツタ,144,999,,,,,
56,ツタ,145,999,,,,,
56,ツタ,146,999,,,,,
56,ツタ,147,999,,,,,
56,ツタ,148,999,,,,,
56,ツタ,149,999,,,,,
56,ツタ,150,999,,,,,
56,ツタ,151,999,,,,,
56,ツタ,152,999,,,,,
56,ツタ,153,999,,,,,
56,ツタ,154,999,,,,,
56,ツタ,155,999,,,,,
56,ツタ,156,999,,,,,
56,ツタ,157,999,,,,,
56,ツタ,158,999,,,,,
56,ツタ,159,999,,,,,
56,ツタ,160,999,,,,,
56,ツタ,161,999,,,,,
56,ツタ,162,999,,,,,
56,ツタ,163,999,,,,,
56,ツタ,164,999,,,,,
56,ツタ,165,999,,,,,
56,ツタ,166,999,,,,,
56,ツタ,167,999,,,,,
56,ツタ,168,999,,,,,
56,ツタ,169,999,,,,,
56,ツタ,170,999,,,,,
56,ツタ,171,999,,,,,
56,ツタ,172,999,,,,,
56,ツタ,173,999,,,,,
56,ツタ,174,999,,,,,
56,ツタ,175,999,,,,,
56,ツタ,176,999,,,,,
56,ツタ,177,999,,,,,
56,ツタ,178,999,,,,,
56,ツタ,179,999,,,,,
56,ツタ,180,999,,,,,
56,ツタ,181,999,,,,,
56,ツタ,182,999,,,,,
56,ツタ,183,999,,,,,
56,ツタ,184,999,,,,,
56,ツタ,185,999,,,,,
56,ツタ,186,999,,,,,
56,ツタ,187,999,,,,,
56,ツタ,188,999,,,,,
56,ツタ,189,999,,,,,
56,ツタ,190,999,,,,,
56,ツタ,191,999,,,,,
56,ツタ,192,999,,,,,
56,ツタ,193,999,,,,,
56,ツタ,194,999,,,,,
56,ツタ,195,999,,,,,
56,ツタ,196,999,,,,,
56,ツタ,197,999,,,,,
56,ツタ,198,999,,,,,
56,ツタ,199,999,,,,,
56,ツタ,200,999,,,,,
56,ツタ,201,999,,,,,
56,ツタ,202,999,,,,,
56,ツタ,203,999,,,,,
56,ツタ,204,999,,,,,
56,ツタ,205,999,,,,,
56,ツタ,206,999,,,,,
56,ツタ,207,999,,,,,
56,ツタ,208,999,,,,,
56,ツタ,209,999,,,,,
56,ツタ,210,999,,,,,
56,ツタ,211,999,,,,,
56,ツタ,212,999,,,,,
56,ツタ,213,999,,,,,
56,ツタ,214,999,,,,,
56,ツタ,215,999,,,,,
56,ツタ,216,999,,,,,
56,ツタ,217,999,,,,,
56,ツタ,218,999,,,,,
56,ツタ,219,999,,,,,
56,ツタ,220,999,,,,,
56,ツタ,221,999,,,,,
56,ツタ,222,999,,,,,
56,ツタ,223,999,,,,,
56,ツタ,224,999,,,,,
56,ツタ,225,999,,,,,
56,ツタ,226,999,,,,,
56,ツタ,227,999,,,,,
56,ツタ,228,999,,,,,
56,ツタ,229,999,,,,,
56,ツタ,230,999,,,,,
56,ツタ,231,999,,,,,
56,ツタ,232,999,,,,,
56,ツタ,233,999,,,,,
56,ツタ,234,999,,,,,
56,ツタ,235,999,,,,,
56,ツタ,236,999,,,,,
56,ツタ,237,999,,,,,
56,ツタ,238,999,,,,,
56,ツタ,239,999,,,,,
56,ツタ,240,999,,,,,
56,ツタ,241,999,,,,,
56,ツタ,242,999,,,,,
56,ツタ,243,999,,,,,
56,ツタ,244,999,,,,,
56,ツタ,245,999,,,,,
